T1P1 Mean NND (sim0)(nm),T1P1 Median NND (sim0)(nm),T1P1 Quartile1 NND (sim0)(nm),T1P1 Quartile3 NND (sim0)(nm),simT1T1 Mean NND(nm),simT1T1 Median NND(nm),simT1T1 Quartile 1 NND(nm),simT1T1 Quartile NND(nm)
238.72977263395975,211.3418447404218,134.81955542839466,309.7385756023497,227.65403636250156,212.03221828151086,135.8723801180861,301.4904672691006
