T1P1 Mean NND (sim0)(nm),T1P1 Median NND (sim0)(nm),T1P1 Quartile1 NND (sim0)(nm),T1P1 Quartile3 NND (sim0)(nm),simT1T1 Mean NND(nm),simT1T1 Median NND(nm),simT1T1 Quartile 1 NND(nm),simT1T1 Quartile NND(nm)
225.76983903886762,210.3930014632184,135.0193528499859,299.20421896953405,256.88653477447286,237.30996472967584,171.1266492022794,318.03077016314
