Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,0.000
0.045026,0.000
0.060035,0.826
0.075044,3.718
0.090053,11.543
0.105061,32.295
0.120070,73.891
0.135079,133.815
0.150088,190.260
0.165097,212.646
0.180105,191.565
0.195114,148.790
0.210123,108.799
0.225132,80.652
0.240140,62.109
0.255149,48.669
0.270158,36.285
0.285167,24.964
0.300176,15.417
0.315184,7.826
0.330193,3.935
0.345202,1.000
