Distance_(microns),Gray_Value
0.000000,0.583
0.015009,1.071
0.030018,1.676
0.045026,4.016
0.060035,8.240
0.075044,13.806
0.090053,22.324
0.105061,35.529
0.120070,55.260
0.135079,79.482
0.150088,99.462
0.165097,104.136
0.180105,88.931
0.195114,61.542
0.210123,35.130
0.225132,18.259
0.240140,10.978
0.255149,12.000
