Distance_(microns),Gray_Value
0.000000,5.000
0.015009,7.000
0.030018,10.000
0.045026,15.795
0.060035,24.455
0.075044,37.955
0.090053,55.318
0.105061,78.273
0.120070,107.091
0.135079,136.841
0.150088,159.318
0.165097,166.750
0.180105,152.545
0.195114,117.250
0.210123,74.091
0.225132,39.136
0.240140,19.182
0.255149,9.159
0.270158,5.000
0.285167,3.705
0.300176,3.636
0.315184,4.136
0.330193,6.000
