Distance_(microns),Gray_Value
0.000000,4.000
0.015009,4.707
0.030018,7.248
0.045026,13.382
0.060035,23.370
0.075044,34.932
0.090053,45.111
0.105061,56.739
0.120070,75.441
0.135079,107.246
0.150088,152.348
0.165097,199.008
0.180105,224.577
0.195114,209.793
0.210123,159.394
0.225132,99.133
0.240140,51.435
0.255149,22.320
0.270158,8.755
0.285167,2.815
0.300176,1.167
0.315184,0.167
0.330193,0.127
0.345202,0.861
