Distance_(microns),Gray_Value
0.000000,12.000
0.015009,17.111
0.030018,25.528
0.045026,37.500
0.060035,54.111
0.075044,78.819
0.090053,115.333
0.105061,156.646
0.120070,181.889
0.135079,167.375
0.150088,131.889
0.165097,96.535
0.180105,72.667
0.195114,58.792
0.210123,48.583
0.225132,38.188
0.240140,27.889
0.255149,19.028
0.270158,12.750
