Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,0.000
0.045026,1.000
0.060035,2.000
0.075044,4.543
0.090053,8.000
0.105061,14.522
0.120070,27.217
0.135079,48.739
0.150088,84.043
0.165097,129.717
0.180105,168.522
0.195114,176.391
0.210123,145.522
0.225132,95.196
0.240140,49.696
0.255149,20.696
0.270158,7.000
0.285167,2.000
0.300176,1.000
0.315184,0.000
0.330193,0.000
0.345202,0.000
