Distance_(microns),Gray_Value
0.000000,10.917
0.015009,13.753
0.030018,17.125
0.045026,21.639
0.060035,28.093
0.075044,36.906
0.090053,48.207
0.105061,63.202
0.120070,86.179
0.135079,122.628
0.150088,170.891
0.165097,212.070
0.180105,217.273
0.195114,174.202
0.210123,106.899
0.225132,51.159
0.240140,20.415
0.255149,7.459
0.270158,3.070
0.285167,2.083
