Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,0.460
0.045026,1.880
0.060035,5.100
0.075044,12.200
0.090053,26.480
0.105061,55.340
0.120070,111.380
0.135079,207.260
0.150088,346.250
0.165097,510.540
0.180105,662.440
0.195114,755.660
0.210123,752.860
0.225132,653.600
0.240140,498.570
0.255149,343.540
0.270158,221.320
0.285167,139.960
0.300176,88.600
0.315184,56.040
0.330193,32.510
0.345202,16.620
0.360211,7.420
0.375219,3.500
