Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.322
0.030018,0.860
0.045026,1.931
0.060035,4.394
0.075044,10.303
0.090053,23.879
0.105061,54.909
0.120070,120.794
0.135079,235.074
0.150088,380.803
0.165097,497.667
0.180105,526.481
0.195114,463.174
0.210123,351.736
0.225132,236.581
0.240140,146.982
0.255149,85.684
0.270158,47.787
0.285167,26.405
0.300176,14.473
0.315184,8.083
0.330193,4.667
