Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,0.291
0.045026,1.348
0.060035,3.952
0.075044,10.882
0.090053,25.930
0.105061,58.613
0.120070,121.400
0.135079,220.311
0.150088,345.753
0.165097,459.500
0.180105,529.054
0.195114,532.963
0.210123,464.086
0.225132,343.691
0.240140,229.523
0.255149,144.039
0.270158,89.119
0.285167,58.488
0.300176,42.415
0.315184,37.105
0.330193,38.500
