Distance_(microns),Gray_Value
0.000000,4.000
0.015009,2.536
0.030018,2.548
0.045026,4.107
0.060035,7.786
0.075044,15.595
0.090053,30.071
0.105061,58.583
0.120070,113.595
0.135079,196.286
0.150088,274.190
0.165097,299.690
0.180105,261.429
0.195114,192.738
0.210123,127.333
0.225132,77.179
0.240140,43.214
0.255149,23.083
0.270158,12.643
0.285167,7.321
0.300176,4.524
0.315184,3.000
