Distance_(microns),Gray_Value
0.000000,2.000
0.015009,2.083
0.030018,3.290
0.045026,6.014
0.060035,12.790
0.075044,27.608
0.090053,58.833
0.105061,114.520
0.120070,197.398
0.135079,299.250
0.150088,392.858
0.165097,440.372
0.180105,414.194
0.195114,326.574
0.210123,218.926
0.225132,129.042
0.240140,69.343
0.255149,34.250
0.270158,16.000
