Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,1.000
0.045026,3.000
0.060035,8.600
0.075044,18.000
0.090053,32.600
0.105061,51.600
0.120070,78.600
0.135079,118.600
0.150088,173.000
0.165097,215.800
0.180105,213.600
0.195114,160.800
0.210123,95.000
0.225132,47.000
0.240140,22.400
0.255149,11.000
0.270158,6.000
0.285167,3.000
0.300176,2.000
