Distance_(microns),Gray_Value
0.000000,2.000
0.015009,2.455
0.030018,2.909
0.045026,2.500
0.060035,2.483
0.075044,3.409
0.090053,5.946
0.105061,13.657
0.120070,34.917
0.135079,78.417
0.150088,142.558
0.165097,201.000
0.180105,208.719
0.195114,167.868
0.210123,107.310
0.225132,56.595
0.240140,25.149
0.255149,9.537
0.270158,2.971
0.285167,0.864
0.300176,0.000
0.315184,0.000
0.330193,0.000
