Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.698
0.030018,1.323
0.045026,2.542
0.060035,4.105
0.075044,6.455
0.090053,10.194
0.105061,17.174
0.120070,28.552
0.135079,44.625
0.150088,63.548
0.165097,88.559
0.180105,119.333
0.195114,140.586
0.210123,135.781
0.225132,109.243
0.240140,70.448
0.255149,39.391
0.270158,19.250
0.285167,10.256
0.300176,6.173
0.315184,4.667
0.330193,4.762
0.345202,5.036
0.360211,5.083
