Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,0.000
0.045026,0.000
0.060035,0.139
0.075044,0.889
0.090053,3.083
0.105061,7.556
0.120070,18.250
0.135079,41.833
0.150088,83.333
0.165097,140.611
0.180105,198.083
0.195114,235.278
0.210123,242.056
0.225132,221.833
0.240140,179.278
0.255149,127.778
0.270158,78.750
0.285167,41.611
0.300176,18.889
0.315184,7.500
0.330193,3.167
