Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.979
0.030018,1.958
0.045026,3.875
0.060035,8.583
0.075044,18.854
0.090053,40.125
0.105061,83.443
0.120070,156.917
0.135079,257.375
0.150088,358.306
0.165097,423.276
0.180105,438.625
0.195114,415.396
0.210123,367.222
0.225132,302.078
0.240140,230.278
0.255149,165.710
0.270158,117.125
0.285167,84.793
0.300176,63.125
0.315184,46.094
0.330193,31.653
0.345202,20.443
0.360211,12.750
