Distance_(microns),Gray_Value
0.000000,8.167
0.015009,9.833
0.030018,16.102
0.045026,31.056
0.060035,60.519
0.075044,109.056
0.090053,175.917
0.105061,249.509
0.120070,311.352
0.135079,340.333
0.150088,326.194
0.165097,270.944
0.180105,191.722
0.195114,113.852
0.210123,57.278
0.225132,26.750
0.240140,14.000
0.255149,8.843
0.270158,6.639
