Distance_(microns),Gray_Value
0.000000,5.806
0.015009,5.467
0.030018,8.567
0.045026,15.133
0.060035,26.867
0.075044,46.000
0.090053,77.066
0.105061,120.956
0.120070,183.673
0.135079,268.902
0.150088,363.306
0.165097,430.393
0.180105,426.429
0.195114,331.918
0.210123,202.807
0.225132,104.889
0.240140,47.234
0.255149,19.320
0.270158,7.318
0.285167,2.433
0.300176,0.667
