Distance_(microns),Gray_Value
0.000000,2.750
0.015009,2.338
0.030018,3.816
0.045026,6.974
0.060035,14.019
0.075044,27.769
0.090053,52.930
0.105061,94.418
0.120070,151.277
0.135079,212.724
0.150088,256.120
0.165097,264.191
0.180105,232.870
0.195114,186.546
0.210123,139.551
0.225132,97.751
0.240140,63.778
0.255149,41.690
0.270158,29.341
0.285167,25.444
