Distance_(microns),Gray_Value
0.000000,36.500
0.015009,65.741
0.030018,107.333
0.045026,167.250
0.060035,264.315
0.075044,410.972
0.090053,603.167
0.105061,790.787
0.120070,894.482
0.135079,853.750
0.150088,663.296
0.165097,445.389
0.180105,264.417
0.195114,148.500
0.210123,79.519
0.225132,43.250
0.240140,22.676
0.255149,12.028
0.270158,6.500
