Distance_(microns),Gray_Value
0.000000,2.194
0.015009,3.676
0.030018,7.326
0.045026,16.734
0.060035,35.399
0.075044,68.330
0.090053,117.671
0.105061,178.357
0.120070,233.295
0.135079,243.856
0.150088,217.011
0.165097,171.453
0.180105,122.874
0.195114,89.208
0.210123,67.064
0.225132,52.101
0.240140,41.973
0.255149,34.639
0.270158,30.152
0.285167,27.667
