Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,0.000
0.045026,0.000
0.060035,0.000
0.075044,0.049
0.090053,0.488
0.105061,1.080
0.120070,1.902
0.135079,4.438
0.150088,10.382
0.165097,23.672
0.180105,46.547
0.195114,76.414
0.210123,100.287
0.225132,110.019
0.240140,103.541
0.255149,81.115
0.270158,52.178
0.285167,27.753
0.300176,13.161
0.315184,6.736
0.330193,3.810
0.345202,1.876
0.360211,0.800
0.375219,0.000
0.390228,0.000
0.405237,0.114
0.420246,0.660
0.435255,1.083
