Distance_(microns),Gray_Value
0.000000,3.500
0.015009,3.364
0.030018,3.579
0.045026,4.824
0.060035,8.091
0.075044,14.343
0.090053,24.116
0.105061,37.136
0.120070,52.370
0.135079,72.215
0.150088,100.769
0.165097,141.750
0.180105,179.738
0.195114,190.081
0.210123,158.339
0.225132,101.258
0.240140,51.603
0.255149,22.552
0.270158,9.764
0.285167,5.694
0.300176,4.035
0.315184,4.636
0.330193,4.500
