Distance_(microns),Gray_Value
0.000000,0.083
0.015009,1.083
0.030018,3.083
0.045026,7.750
0.060035,19.250
0.075044,43.250
0.090053,86.750
0.105061,146.333
0.120070,199.250
0.135079,220.417
0.150088,207.917
0.165097,176.417
0.180105,137.000
0.195114,94.750
0.210123,55.750
0.225132,27.583
0.240140,11.917
0.255149,4.833
0.270158,1.917
0.285167,0.500
0.300176,0.000
