Distance_(microns),Gray_Value
0.000000,3.667
0.015009,1.820
0.030018,0.834
0.045026,0.127
0.060035,0.088
0.075044,0.023
0.090053,0.312
0.105061,1.520
0.120070,4.350
0.135079,11.940
0.150088,30.860
0.165097,70.892
0.180105,144.828
0.195114,251.220
0.210123,361.948
0.225132,426.530
0.240140,409.414
0.255149,326.089
0.270158,219.787
0.285167,126.737
0.300176,63.980
0.315184,30.136
0.330193,14.308
0.345202,7.527
0.360211,4.824
0.375219,3.667
