Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.176
0.030018,1.027
0.045026,1.621
0.060035,3.895
0.075044,8.951
0.090053,19.833
0.105061,41.000
0.120070,68.803
0.135079,96.694
0.150088,118.758
0.165097,129.111
0.180105,129.661
0.195114,116.372
0.210123,89.934
0.225132,59.786
0.240140,33.965
0.255149,17.906
0.270158,10.561
0.285167,8.570
0.300176,9.370
0.315184,11.907
0.330193,15.750
