Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,0.500
0.045026,2.825
0.060035,8.550
0.075044,20.250
0.090053,41.200
0.105061,72.625
0.120070,109.000
0.135079,138.725
0.150088,151.500
0.165097,143.600
0.180105,119.850
0.195114,85.150
0.210123,50.000
0.225132,24.375
0.240140,10.250
0.255149,3.825
0.270158,1.500
0.285167,0.500
0.300176,0.000
