Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,0.000
0.045026,0.000
0.060035,0.000
0.075044,0.907
0.090053,4.556
0.105061,13.704
0.120070,35.444
0.135079,80.667
0.150088,153.370
0.165097,240.463
0.180105,313.444
0.195114,346.463
0.210123,330.519
0.225132,278.222
0.240140,211.037
0.255149,148.204
0.270158,98.333
0.285167,61.611
0.300176,36.148
0.315184,20.056
0.330193,10.852
0.345202,6.278
0.360211,3.889
0.375219,2.463
0.390228,1.481
0.405237,1.000
