Distance_(microns),Gray_Value
0.000000,8.000
0.015009,8.950
0.030018,9.066
0.045026,10.014
0.060035,12.873
0.075044,18.011
0.090053,24.810
0.105061,34.050
0.120070,48.977
0.135079,73.004
0.150088,107.467
0.165097,147.172
0.180105,176.002
0.195114,181.337
0.210123,153.991
0.225132,104.861
0.240140,59.713
0.255149,30.654
0.270158,15.048
0.285167,7.217
0.300176,3.672
0.315184,1.988
0.330193,1.820
0.345202,1.713
0.360211,1.506
0.375219,1.000
