Distance_(microns),Gray_Value
0.000000,0.000
0.015009,0.000
0.030018,0.000
0.045026,0.000
0.060035,0.201
0.075044,1.195
0.090053,2.718
0.105061,6.779
0.120070,16.325
0.135079,36.880
0.150088,75.565
0.165097,140.081
0.180105,229.422
0.195114,321.599
0.210123,373.709
0.225132,356.007
0.240140,279.939
0.255149,182.831
0.270158,100.284
0.285167,47.874
0.300176,21.469
0.315184,10.519
0.330193,6.912
0.345202,6.000
0.360211,5.537
0.375219,4.525
0.390228,3.281
0.405237,2.250
