Distance_(microns),Gray_Value
0.000000,10.250
0.015009,9.193
0.030018,10.912
0.045026,17.264
0.060035,31.095
0.075044,54.751
0.090053,86.993
0.105061,122.124
0.120070,148.985
0.135079,157.828
0.150088,146.713
0.165097,120.538
0.180105,87.959
0.195114,57.704
0.210123,35.036
0.225132,20.866
0.240140,11.684
0.255149,6.395
0.270158,3.632
0.285167,1.861
