Distance_(microns),Gray_Value
0.000000,13.000
0.015009,16.143
0.030018,18.571
0.045026,21.429
0.060035,26.000
0.075044,35.714
0.090053,53.714
0.105061,79.000
0.120070,100.286
0.135079,112.286
0.150088,110.429
0.165097,94.143
0.180105,68.143
0.195114,40.143
0.210123,19.000
0.225132,8.714
0.240140,4.000
0.255149,2.000
0.270158,1.571
0.285167,1.000
0.300176,1.857
0.315184,2.000
