Distance_(microns),Gray_Value
0.000000,1.000
0.015009,1.488
0.030018,3.405
0.045026,7.214
0.060035,14.286
0.075044,25.131
0.090053,42.357
0.105061,70.000
0.120070,104.952
0.135079,136.750
0.150088,150.357
0.165097,135.893
0.180105,99.643
0.195114,60.917
0.210123,32.667
0.225132,17.107
0.240140,9.905
0.255149,6.512
0.270158,4.643
0.285167,3.452
0.300176,2.738
0.315184,2.000
