Distance_(microns),Gray_Value
0.000000,14.000
0.015009,13.031
0.030018,13.000
0.045026,14.812
0.060035,22.875
0.075044,42.141
0.090053,78.000
0.105061,123.391
0.120070,151.625
0.135079,142.047
0.150088,103.688
0.165097,61.766
0.180105,32.188
0.195114,16.172
0.210123,8.406
0.225132,4.406
0.240140,2.250
