 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,cell,channel,XMnm,YMnm,NND_other,NNI_other,NND_self,NNI_self,ball_counts,ball_selfcounts
362,d2c2_fullz_trek1.tif:0901-0678,0.014,118.484,56.402,52,34,245,10.18,13.528,10.179,13.528,0.445,A,TREK,10179.0,13528.0,696.0114941579628,221,270.7120241141867,45,0,3
363,d2c2_fullz_trek1.tif:0685-0994,0.017,118.571,55.278,57,48,245,14.929,10.29,14.929,10.287,0.495,A,TREK,14929.0,10287.0,99.48869282486326,547,168.44286865284622,832,8,9
364,d2c2_fullz_trek1.tif:0272-0710,0.012,118.636,54.902,124,38,243,10.659,4.089,10.657,4.089,0.433,A,TREK,10657.0,4089.0000000000005,369.00542001439516,429,229.5059912072012,79,3,3
365,d2c2_fullz_trek1.tif:0523-0348,0.014,118.766,61.213,54,39,258,5.231,7.854,5.233,7.855,0.452,A,TREK,5233.0,7855.0,66.2872536767062,753,151.71684151734772,83,10,10
366,d2c2_fullz_trek1.tif:0672-0418,0.019,118.953,55.29,122,27,231,6.276,10.087,6.268,10.097,0.521,A,TREK,6268.0,10097.0,200.9601950635996,386,183.30848316430968,465,10,13
367,d2c2_fullz_trek1.tif:0752-0457,0.014,119.016,50.584,67,44,222,6.858,11.296,6.858,11.295,0.462,A,TREK,6858.0,11295.0,67.26812023536856,665,257.00778198334774,198,7,6
368,d2c2_fullz_trek1.tif:0190-0307,0.017,119.149,44.577,86,46,209,4.611,2.852,4.61,2.851,0.48,A,TREK,4610.0,2851.0,447.3231494121448,482,117.06835610018618,276,2,4
369,d2c2_fullz_trek1.tif:0580-0807,0.014,119.548,53.89,52,46,241,12.113,8.701,12.115,8.7,0.442,A,TREK,12115.0,8700.0,469.00426437293726,28,244.9346851713738,394,2,6
370,d2c2_fullz_trek1.tif:0370-0278,0.015,119.848,54.203,97,43,214,4.187,5.56,4.184,5.566,0.462,A,TREK,4184.0,5566.0,363.23270777836075,680,145.9109317357685,870,4,5
371,d2c2_fullz_trek1.tif:0678-0216,0.016,119.903,55.909,112,36,248,3.246,10.178,3.246,10.175,0.482,A,TREK,3246.0,10175.0,37.33630940518894,283,193.1657319505714,333,5,8
372,d2c2_fullz_trek1.tif:0978-0601,0.016,120.261,53.028,88,48,246,9.016,14.681,9.014,14.68,0.476,A,TREK,9014.0,14680.0,12.041594578792296,520,342.80023337214925,244,4,4
373,d2c2_fullz_trek1.tif:0934-0392,0.012,120.423,66.974,45,33,284,5.887,14.028,5.883,14.027,0.427,A,TREK,5883.0,14027.0,265.6689669494727,155,362.3106401970552,803,5,4
374,d2c2_fullz_trek1.tif:0472-0938,0.012,120.538,52.863,61,48,235,14.082,7.093,14.084,7.092,0.432,A,TREK,14084.0,7092.0,31.016124838541646,20,306.0016339825655,650,4,6
375,d2c2_fullz_trek1.tif:0356-0472,0.015,120.597,43.029,57,45,203,7.082,5.356,7.082,5.362,0.451,A,TREK,7082.0,5362.0,41.72529209005013,281,119.25183436744275,613,7,10
376,d2c2_fullz_trek1.tif:0556-0742,0.011,121.122,62.213,57,46,266,11.145,8.354,11.146,8.353,0.422,A,TREK,11146.0,8353.0,77.02596964660685,13,373.1621631409058,693,6,7
377,d2c2_fullz_trek1.tif:0357-0124,0.017,121.227,45.005,108,56,216,1.863,5.366,1.862,5.366,0.485,A,TREK,1862.0,5366.0,22.090722034374522,144,256.56383221335,165,7,7
378,d2c2_fullz_trek1.tif:0652-1023,0.016,121.314,42.197,71,48,204,15.355,9.795,15.349,9.792,0.462,A,TREK,15349.0,9792.0,341.8552325180938,239,98.4733466477097,463,4,8
379,d2c2_fullz_trek1.tif:0541-0593,0.014,121.377,65.378,116,34,271,8.905,8.123,8.907,8.122,0.445,A,TREK,8907.0,8122.0,277.61844319137015,234,246.13004692641653,128,5,6
380,d2c2_fullz_trek1.tif:0538-0683,0.012,121.981,67.021,43,36,276,10.249,8.076,10.248,8.074,0.428,A,TREK,10248.0,8074.0,64.19501538281614,168,173.55690709389816,60,3,10
381,d2c2_fullz_trek1.tif:0415-0990,0.016,122.319,48.308,76,53,229,14.86,6.229,14.86,6.229,0.481,A,TREK,14860.0,6229.0,373.755267521409,70,522.8575331770596,658,1,2
382,d2c2_fullz_trek1.tif:0433-0605,0.012,122.389,75.814,33,33,310,9.082,6.511,9.081,6.51,0.422,A,TREK,9081.0,6510.0,231.22499864850255,151,195.616972678753,796,6,4
383,d2c2_fullz_trek1.tif:0687-0477,0.013,122.424,53.804,63,44,240,7.153,10.314,7.155,10.315,0.432,A,TREK,7155.0,10315.0,202.18061232472317,309,157.16551784663199,199,11,8
384,d2c2_fullz_trek1.tif:0278-0603,0.018,122.443,59.323,51,37,255,9.045,4.183,9.041,4.185,0.498,A,TREK,9041.0,4185.0,113.52973178863765,503,159.62455951387932,196,6,9
385,d2c2_fullz_trek1.tif:0461-0711,0.013,122.458,52.709,55,55,239,10.674,6.92,10.672,6.92,0.425,A,TREK,10672.0,6920.0,210.87437018281761,373,131.06105447462264,601,4,6
386,d2c2_fullz_trek1.tif:0150-0681,0.014,122.5,47.866,92,44,222,10.224,2.249,10.225,2.248,0.454,A,TREK,10225.0,2248.0,102.1077861869505,404,254.02362094891885,841,3,7
387,d2c2_fullz_trek1.tif:0705-0416,0.016,122.729,40.787,131,51,197,6.239,10.578,6.233,10.58,0.485,A,TREK,6233.0,10580.0,78.63841300535,498,106.5269918846862,462,7,14
388,d2c2_fullz_trek1.tif:0357-0746,0.012,122.764,60.211,78,49,263,11.198,5.357,11.2,5.357,0.429,A,TREK,11200.0,5357.0,117.95338062132852,248,284.1214529035075,538,7,5
389,d2c2_fullz_trek1.tif:0661-0592,0.016,123.029,70.942,56,38,301,8.891,9.925,8.89,9.923,0.466,A,TREK,8890.0,9923.0,198.9572818471342,801,169.95587662684687,834,3,7
390,d2c2_fullz_trek1.tif:0283-0287,0.014,123.403,65.076,61,35,275,4.306,4.249,4.307,4.25,0.448,A,TREK,4307.0,4250.0,27.313000567495326,86,204.15680248279753,789,6,5
391,d2c2_fullz_trek1.tif:0510-0255,0.016,123.614,55.571,74,36,261,3.835,7.665,3.836,7.663,0.465,A,TREK,3836.0,7663.0,275.138147118861,32,212.43822631532248,403,6,9
392,d2c2_fullz_trek1.tif:0698-0371,0.014,123.852,59.731,65,37,260,5.57,10.477,5.569,10.478,0.464,A,TREK,5569.0,10478.0,117.37972567696688,84,194.4350791395421,56,11,10
393,d2c2_fullz_trek1.tif:0735-0411,0.017,123.934,50.396,84,53,253,6.167,11.032,6.17,11.028,0.505,A,TREK,6170.0,11028.0,116.92732785794773,378,167.45148551147582,78,11,14
394,d2c2_fullz_trek1.tif:0266-0441,0.018,124.237,52.965,92,48,249,6.616,3.997,6.617,3.994,0.492,A,TREK,6617.0,3994.0,99.29753269845128,730,164.92422502470643,41,6,7
395,d2c2_fullz_trek1.tif:0564-0813,0.013,124.322,61.157,54,43,267,12.206,8.473,12.207,8.473,0.449,A,TREK,12207.0,8473.0,402.78281989181215,28,166.1715980545412,189,3,5
396,d2c2_fullz_trek1.tif:0499-1092,0.03,124.437,52.657,137,32,261,16.384,7.508,16.388,7.494,0.653,A,TREK,16388.0,7494.0,187.275198571514,716,119.54078801814885,768,4,9
397,d2c2_fullz_trek1.tif:0426-0748,0.011,124.451,61.62,63,41,254,11.229,6.4,11.228,6.401,0.423,A,TREK,11228.0,6401.0,160.86329600005092,178,244.13520843991347,838,9,7
398,d2c2_fullz_trek1.tif:0729-0426,0.016,124.6,50.215,46,38,215,6.404,10.948,6.405,10.951,0.471,A,TREK,6405.0,10951.0,183.09560344257315,682,136.3084736911099,644,7,10
399,d2c2_fullz_trek1.tif:0060-0618,0.012,124.655,66.229,76,35,274,9.271,0.896,9.269,0.897,0.434,A,TREK,9269.0,897.0,209.40152817016403,623,356.3958473383213,82,4,4
400,d2c2_fullz_trek1.tif:0248-0851,0.013,125.052,59.782,57,49,260,12.772,3.73,12.772,3.729,0.448,A,TREK,12772.0,3729.0,168.0773631397161,739,252.4480144505003,573,7,8
401,d2c2_fullz_trek1.tif:0338-0649,0.015,125.077,56.157,96,45,246,9.75,5.085,9.75,5.085,0.466,A,TREK,9750.0,5085.0,147.29901561110313,805,226.01991062736045,448,2,4
402,d2c2_fullz_trek1.tif:0482-0690,0.012,125.396,64.152,49,39,265,10.364,7.238,10.363,7.237,0.427,A,TREK,10363.0,7237.0,236.63051367057463,373,222.40728405337808,864,4,10
403,d2c2_fullz_trek1.tif:0584-0938,0.016,125.639,50.817,72,54,233,14.077,8.772,14.078,8.773,0.483,A,TREK,14078.0,8773.0,140.80127840328723,1,680.0073529014227,568,7,1
404,d2c2_fullz_trek1.tif:0517-0268,0.015,125.708,58.375,60,50,259,4.025,7.761,4.025,7.76,0.472,A,TREK,4025.0000000000005,7760.0,79.40403012442083,32,212.43822631532248,390,6,8
405,d2c2_fullz_trek1.tif:0800-0290,0.015,126.364,50.919,80,47,234,4.364,12.01,4.364,12.01,0.475,A,TREK,4364.0,12010.0,35.17101079013795,543,159.40200751558933,5,6,7
406,d2c2_fullz_trek1.tif:0449-0518,0.019,126.929,52.385,106,41,230,7.77,6.738,7.768,6.737,0.508,A,TREK,7768.0,6737.0,85.75546629807339,714,152.32202729743324,672,6,3
407,d2c2_fullz_trek1.tif:0459-1012,0.014,127.082,67.503,94,30,270,15.193,6.893,15.192,6.896,0.441,A,TREK,15192.0,6896.0,349.01719155365396,551,138.2244551445221,25,1,5
408,d2c2_fullz_trek1.tif:0785-1007,0.012,127.192,77.045,83,38,316,15.117,11.785,15.119,11.786,0.408,A,TREK,15119.0,11786.0,797.1812842760422,34,185.05404615949362,611,0,2
409,d2c2_fullz_trek1.tif:0622-0107,0.017,127.276,53.324,83,45,243,1.607,9.343,1.61,9.344,0.494,A,TREK,1610.0,9344.0,235.96821819897696,832,250.28783430282823,30,3,5
410,d2c2_fullz_trek1.tif:0611-0705,0.014,127.444,57.448,155,45,256,10.579,9.173,10.576,9.173,0.459,A,TREK,10576.0,9173.0,156.7801007781281,671,291.0154635066666,879,7,5
411,d2c2_fullz_trek1.tif:0516-1202,0.017,127.532,55.447,63,45,255,18.049,7.749,18.049,7.75,0.502,A,TREK,18049.0,7750.0,72.00694410957877,265,168.57639217873896,336,2,7
412,d2c2_fullz_trek1.tif:0732-0230,0.014,127.889,73.117,44,44,308,3.448,10.991,3.447,10.993,0.456,A,TREK,3447.0,10993.0,185.09727172489605,534,321.86487848163864,127,6,5
413,d2c2_fullz_trek1.tif:0113-0380,0.018,127.936,56.187,79,33,247,5.707,1.692,5.706,1.694,0.5,A,TREK,5706.0,1694.0,242.98148077579904,107,231.32012450281968,218,6,6
414,d2c2_fullz_trek1.tif:0275-0429,0.019,128.674,61.614,131,37,276,6.444,4.127,6.443,4.129,0.516,A,TREK,6443.0,4129.0,108.81176406988328,95,220.22942582679545,393,6,6
415,d2c2_fullz_trek1.tif:0050-0363,0.021,129.194,46.886,95,47,226,5.45,0.755,5.452,0.757,0.54,A,TREK,5452.0,757.0,83.60023923410746,320,255.66579747787932,42,2,5
416,d2c2_fullz_trek1.tif:0466-0147,0.012,129.423,79.53,51,41,317,2.205,7.005,2.206,7.006,0.418,A,TREK,2206.0,7006.0,21.470910553583888,408,236.48467180770933,195,10,7
417,d2c2_fullz_trek1.tif:0228-0134,0.013,129.789,76.379,31,31,306,2.012,3.422,2.01,3.423,0.439,A,TREK,2009.9999999999998,3423.0,104.92378186092985,31,452.0929108048476,893,1,2
418,d2c2_fullz_trek1.tif:0253-0818,0.016,129.887,62.245,59,43,261,12.283,3.806,12.281,3.805,0.483,A,TREK,12281.0,3805.0,11.704699910719626,732,196.93907687404246,855,5,6
419,d2c2_fullz_trek1.tif:0990-0565,0.016,130.648,59.156,52,41,266,8.482,14.867,8.483,14.869,0.487,A,TREK,8483.0,14869.0,42.5440947723653,269,136.01470508735443,589,6,4
420,d2c2_fullz_trek1.tif:0288-0386,0.016,130.714,56.831,58,51,255,5.804,4.332,5.803,4.334,0.482,A,TREK,5803.0,4334.0,418.11481676687805,661,457.23626277888326,8,1,2
421,d2c2_fullz_trek1.tif:0215-0909,0.011,131.213,77.847,42,30,321,13.646,3.231,13.649,3.233,0.39,A,TREK,13649.0,3233.0,533.1463213790375,626,267.20217064986576,112,1,6
422,d2c2_fullz_trek1.tif:0838-0540,0.019,131.277,56.925,59,48,257,8.114,12.573,8.115,12.574,0.51,A,TREK,8115.0,12574.0,575.4207156507315,823,283.5947813342128,229,0,2
423,d2c2_fullz_trek1.tif:0597-0630,0.016,131.423,62.313,99,42,300,9.459,8.961,9.461,8.956,0.5,A,TREK,9461.0,8956.0,39.35733730830886,162,217.5890622251036,780,12,12
424,d2c2_fullz_trek1.tif:0749-0716,0.014,131.667,67.933,52,46,293,10.751,11.236,10.75,11.236,0.46,A,TREK,10750.0,11236.0,34.058772731852805,421,257.1536505671269,176,4,3
425,d2c2_fullz_trek1.tif:0267-0523,0.016,131.729,59.697,65,48,271,7.857,4.009,7.857,4.008,0.478,A,TREK,7857.0,4008.0,49.39635614091387,558,246.1747346906258,36,6,5
426,d2c2_fullz_trek1.tif:0181-0560,0.014,132.079,55.847,57,44,246,8.4,2.713,8.396,2.718,0.459,A,TREK,8396.0,2718.0,92.9623579735368,230,172.51376756653366,216,7,6
427,d2c2_fullz_trek1.tif:0613-0429,0.016,132.143,64.007,54,50,278,6.441,9.192,6.44,9.195,0.48,A,TREK,6440.0,9195.0,240.35390573069537,577,253.85231927244627,507,7,8
428,d2c2_fullz_trek1.tif:0676-0715,0.014,132.4,66.136,66,47,278,10.731,10.146,10.73,10.146,0.45,A,TREK,10730.0,10146.0,654.6059883624653,142,361.6697388502389,562,0,2
429,d2c2_fullz_trek1.tif:0441-0103,0.017,133.014,67.698,83,43,310,1.544,6.633,1.545,6.632,0.474,A,TREK,1545.0,6632.0,44.654227123532216,599,201.02238681301145,20,14,7
430,d2c2_fullz_trek1.tif:0499-0599,0.016,133.347,42.744,162,49,234,8.989,7.493,8.995,7.491,0.473,A,TREK,8995.0,7491.0,61.68468205316454,199,112.44998888394787,574,10,9
431,d2c2_fullz_trek1.tif:0986-0415,0.019,133.964,58.297,80,54,265,6.24,14.798,6.241,14.798,0.516,A,TREK,6241.0,14798.0,442.657881438928,411,376.5912903931794,188,2,4
432,d2c2_fullz_trek1.tif:0658-0357,0.014,134.111,74.234,76,41,317,5.36,9.872,5.363,9.87,0.443,A,TREK,5363.0,9870.0,186.30351580150065,231,210.77238908357992,138,6,6
433,d2c2_fullz_trek1.tif:0686-0508,0.017,134.519,58.591,94,52,277,7.637,10.303,7.638,10.303,0.497,A,TREK,7638.0,10303.0,36.359317925395686,587,111.83022847155415,259,11,6
434,d2c2_fullz_trek1.tif:0362-0197,0.012,134.889,77.541,119,35,318,2.953,5.437,2.954,5.435,0.435,A,TREK,2954.0,5435.0,91.21403400793103,8,283.21193477676746,674,8,7
435,d2c2_fullz_trek1.tif:0838-0234,0.015,134.985,68.807,61,51,298,3.518,12.575,3.519,12.575,0.456,A,TREK,3519.0,12575.0,238.76766950322232,647,175.86358349584486,534,7,9
436,d2c2_fullz_trek1.tif:0473-0652,0.012,135.057,64.045,81,41,272,9.785,7.102,9.785,7.104,0.424,A,TREK,9785.0,7104.0,280.4728150819612,465,296.5299310356376,784,5,7
437,d2c2_fullz_trek1.tif:0406-1209,0.013,135.14,65.157,77,39,274,18.144,6.094,18.144,6.093,0.439,A,TREK,18144.0,6093.0,933.1243218349847,153,222.73302404448245,753,0,5
438,d2c2_fullz_trek1.tif:0423-0481,0.014,135.533,71.075,61,41,295,7.215,6.35,7.216,6.35,0.451,A,TREK,7216.0,6350.0,284.28506819739937,425,186.27130750601393,479,3,7
439,d2c2_fullz_trek1.tif:0647-1071,0.013,135.81,61.922,59,47,266,16.074,9.702,16.077,9.691,0.42,A,TREK,16077.000000000002,9691.0,120.0166655094218,594,128.56515857727553,690,9,9
440,d2c2_fullz_trek1.tif:0599-0536,0.014,135.984,66.29,74,40,298,8.046,8.992,8.046,8.989,0.456,A,TREK,8045.999999999999,8989.0,145.13442045221427,617,143.558350505987,638,6,5
441,d2c2_fullz_trek1.tif:0674-0594,0.022,136.115,59.776,89,40,260,8.918,10.124,8.921,10.124,0.565,A,TREK,8921.0,10124.0,194.28072472584614,837,203.37649815059754,388,5,8
442,d2c2_fullz_trek1.tif:0262-0606,0.017,136.311,57.214,80,61,265,9.097,3.94,9.096,3.938,0.476,A,TREK,9096.0,3938.0,176.67201249773547,321,253.04940229133123,383,5,8
443,d2c2_fullz_trek1.tif:0270-0658,0.012,136.538,78.134,66,46,320,9.878,4.065,9.875,4.067,0.416,A,TREK,9875.0,4067.0,259.53227159642404,255,464.6170466093555,801,4,2
444,d2c2_fullz_trek1.tif:0794-0583,0.014,136.688,58.571,54,53,252,8.742,11.912,8.744,11.911,0.45,A,TREK,8744.0,11911.0,600.4206858528444,83,491.3664620219821,65,0,2
445,d2c2_fullz_trek1.tif:0508-0601,0.015,136.833,91.258,43,26,392,9.023,7.632,9.023,7.632,0.458,A,TREK,9023.0,7632.0,83.2946576918352,199,143.75326083258076,429,9,10
446,d2c2_fullz_trek1.tif:0703-0901,0.01,137.022,119.067,29,16,448,13.525,10.554,13.525,10.554,0.386,A,TREK,13525.0,10554.0,282.85685425670704,195,279.32955446926843,885,4,9
447,d2c2_fullz_trek1.tif:0572-0659,0.013,137.143,45.14,63,62,217,9.894,8.584,9.899,8.581,0.417,A,TREK,9899.0,8581.0,107.48023074035522,21,140.9432509913121,813,6,9
448,d2c2_fullz_trek1.tif:0088-0257,0.013,137.368,65.983,146,44,288,3.864,1.32,3.866,1.321,0.433,A,TREK,3866.0,1321.0,187.8004259846074,513,243.24884377936928,616,2,3
449,d2c2_fullz_trek1.tif:0332-0662,0.017,138.203,66.11,72,48,283,9.946,4.977,9.948,4.976,0.479,A,TREK,9948.0,4976.0,231.65923249462776,805,226.01991062736045,400,3,3
450,d2c2_fullz_trek1.tif:0150-0430,0.014,138.297,65.91,57,52,300,6.461,2.258,6.457,2.258,0.463,A,TREK,6457.0,2258.0,70.2922470831599,694,161.8919392681427,319,4,6
451,d2c2_fullz_trek1.tif:0801-0773,0.015,138.415,61.015,101,42,277,11.598,12.025,11.599,12.023,0.466,A,TREK,11599.0,12023.0,85.0,535,779.3599938411004,757,2,1
452,d2c2_fullz_trek1.tif:0659-0772,0.016,139.203,66.364,57,48,291,11.597,9.888,11.596,9.889,0.477,A,TREK,11596.0,9889.0,259.46483384073457,565,350.13711599886125,156,5,3
453,d2c2_fullz_trek1.tif:0486-0815,0.017,140.36,56.596,118,52,268,12.234,7.29,12.235,7.289,0.475,A,TREK,12235.0,7289.0,209.41107898103195,219,251.75384803414624,236,3,6
454,d2c2_fullz_trek1.tif:0499-1168,0.015,140.373,61.16,71,35,264,17.54,7.501,17.538,7.499,0.464,A,TREK,17538.0,7499.0,40.162171256046406,583,326.67568014775753,661,4,6
455,d2c2_fullz_trek1.tif:0180-0452,0.017,140.605,72.55,68,30,338,6.79,2.697,6.793,2.689,0.493,A,TREK,6793.0,2689.0,183.7090090333079,200,137.05838172107534,854,7,4
456,d2c2_fullz_trek1.tif:0233-0260,0.016,140.914,71.408,87,44,315,3.907,3.5,3.908,3.499,0.477,A,TREK,3908.0,3499.0,322.1335126931068,247,255.22539058643832,466,3,4
457,d2c2_fullz_trek1.tif:0176-0250,0.015,141.735,79.939,73,35,334,3.758,2.642,3.756,2.643,0.467,A,TREK,3756.0,2643.0,218.05733191066977,193,176.2554963681984,526,2,4
458,d2c2_fullz_trek1.tif:0959-0638,0.017,141.766,63.692,231,46,273,9.58,14.396,9.579,14.397,0.485,A,TREK,9579.0,14397.0,95.4829827770373,709,297.40544715926103,244,4,3
459,d2c2_fullz_trek1.tif:0469-0348,0.015,142.209,57.293,83,56,272,5.231,7.045,5.231,7.044,0.47,A,TREK,5231.0,7044.0,69.2314957226839,604,211.28653530218153,118,9,11
460,d2c2_fullz_trek1.tif:0593-0337,0.015,142.227,66.24,85,43,303,5.053,8.9,5.052,8.9,0.455,A,TREK,5052.0,8900.0,133.22537295875736,778,121.69634341261039,202,7,9
461,d2c2_fullz_trek1.tif:0482-0837,0.013,142.441,79.897,67,42,324,12.556,7.238,12.558,7.237,0.454,A,TREK,12558.0,7237.0,304.38462510448846,219,226.77080940897133,550,3,8
462,d2c2_fullz_trek1.tif:0843-0974,0.014,142.475,91.882,39,39,370,14.624,12.653,14.621,12.654,0.441,A,TREK,14621.0,12654.0,343.29287787543745,334,901.60800795024,16,1,1
463,d2c2_fullz_trek1.tif:0709-0410,0.014,142.476,64.331,58,40,290,6.149,10.648,6.151,10.648,0.451,A,TREK,6151.0,10648.0,178.0,498,106.5269918846862,386,9,13
464,d2c2_fullz_trek1.tif:0647-1019,0.015,142.788,52.705,125,68,264,15.292,9.711,15.293,9.711,0.468,A,TREK,15293.0,9711.0,396.35463918062067,760,98.4733466477097,377,5,8
465,d2c2_fullz_trek1.tif:0358-0702,0.018,142.926,63.078,52,38,265,10.538,5.382,10.544,5.383,0.509,A,TREK,10544.0,5383.0,156.00320509528,649,142.61837188805654,828,7,4
466,d2c2_fullz_trek1.tif:0674-0405,0.017,143.311,68.267,82,45,302,6.085,10.127,6.087,10.126,0.489,A,TREK,6087.0,10126.0,194.6175737183053,449,139.21566003866087,162,9,12
467,d2c2_fullz_trek1.tif:0246-0270,0.015,143.636,72.783,75,43,307,4.064,3.7,4.064,3.701,0.472,A,TREK,4064.0,3701.0,121.03718436910205,247,232.47580519271247,290,3,4
468,d2c2_fullz_trek1.tif:0496-0070,0.014,143.787,63.696,63,61,281,1.06,7.448,1.06,7.448,0.46,A,TREK,1060.0,7448.0,319.49491388752966,340,275.3071012524014,631,2,3
469,d2c2_fullz_trek1.tif:0438-0765,0.012,143.981,66.578,70,50,289,11.477,6.58,11.478,6.58,0.438,A,TREK,11478.0,6580.0,191.049731745428,81,295.5757094214611,838,7,7
470,d2c2_fullz_trek1.tif:0198-0540,0.014,144.048,83.768,82,41,352,8.109,2.981,8.108,2.982,0.467,A,TREK,8108.000000000001,2982.0,134.3167897174443,57,187.04010265181182,170,7,8
471,d2c2_fullz_trek1.tif:0380-0466,0.013,144.627,78.624,68,37,329,6.996,5.701,6.993,5.701,0.433,A,TREK,6993.0,5701.0,34.713109915419565,486,155.97756248896826,703,5,10
472,d2c2_fullz_trek1.tif:0506-0640,0.012,144.87,76.141,48,42,320,9.608,7.606,9.605,7.606,0.431,A,TREK,9605.0,7606.0,269.40861159213154,840,303.1913587159106,213,5,10
473,d2c2_fullz_trek1.tif:0568-1158,0.018,144.963,65.585,90,42,290,17.381,8.534,17.381,8.531,0.501,A,TREK,17381.0,8531.0,315.3490129998824,63,223.10983842045155,69,2,7
474,d2c2_fullz_trek1.tif:0585-0489,0.023,145.62,41.891,97,67,244,7.339,8.781,7.345,8.782,0.566,A,TREK,7345.0,8782.0,95.04735661763561,693,312.87697262662203,120,8,8
475,d2c2_fullz_trek1.tif:0553-1078,0.015,146.123,80.618,72,46,343,16.179,8.293,16.18,8.294,0.461,A,TREK,16180.0,8294.0,72.00694410957877,298,198.600100704909,581,4,5
476,d2c2_fullz_trek1.tif:0119-0414,0.019,146.198,58.331,107,59,287,6.221,1.784,6.222,1.786,0.526,A,TREK,6222.0,1786.0,77.87810988975015,769,230.38446128157167,13,6,8
477,d2c2_fullz_trek1.tif:0714-0828,0.02,146.494,65.47,96,45,296,12.424,10.724,12.425,10.726,0.521,A,TREK,12425.0,10726.0,430.01046498893487,138,579.0544015893498,160,1,1
478,d2c2_fullz_trek1.tif:0633-0415,0.017,146.554,56.778,210,55,252,6.225,9.503,6.225,9.502,0.491,A,TREK,6225.0,9502.0,29.732137494637012,698,231.93102422918759,683,7,9
479,d2c2_fullz_trek1.tif:0536-0331,0.016,146.597,51.221,76,60,239,4.972,8.057,4.967,8.054,0.476,A,TREK,4967.0,8054.0,31.622776601683046,150,140.0142849854971,722,13,10
480,d2c2_fullz_trek1.tif:0426-0468,0.014,146.694,87.773,57,38,361,7.033,6.394,7.035,6.394,0.461,A,TREK,7035.0,6394.0,208.65521800328887,425,186.27130750601393,437,3,5
481,d2c2_fullz_trek1.tif:0312-0763,0.011,147.08,78.72,62,49,332,11.45,4.689,11.449,4.689,0.42,A,TREK,11449.0,4689.0,233.10512649875378,198,302.67143902258107,297,5,5
482,d2c2_fullz_trek1.tif:0588-0646,0.016,148.068,76.95,75,51,336,9.695,8.826,9.695,8.825,0.468,A,TREK,9695.0,8825.0,69.46221994724903,762,191.98176996788,587,12,12
483,d2c2_fullz_trek1.tif:0654-0400,0.02,148.144,62.44,103,54,295,6.008,9.82,6.005,9.818,0.539,A,TREK,6005.0,9818.0,267.8600380795911,344,267.0074905316328,328,7,10
484,d2c2_fullz_trek1.tif:0382-0405,0.012,148.537,82.519,61,45,337,6.082,5.733,6.084,5.733,0.421,A,TREK,6084.0,5733.0,75.8946638440411,508,255.36248745655655,695,5,7
485,d2c2_fullz_trek1.tif:0769-0641,0.013,148.596,86.43,67,44,360,9.615,11.539,9.615,11.538,0.45,A,TREK,9615.0,11538.0,220.83930809527547,637,236.32604596192948,175,3,4
486,d2c2_fullz_trek1.tif:0602-0275,0.012,149.055,79.487,65,50,330,4.123,9.038,4.122,9.037,0.439,A,TREK,4122.0,9037.0,49.25444142409901,35,268.2461556108493,770,6,6
487,d2c2_fullz_trek1.tif:0478-1083,0.012,149.091,89.788,97,39,363,16.255,7.182,16.257,7.182,0.435,A,TREK,16257.000000000002,7182.0,378.68324494226067,716,259.8249410660966,224,1,7
488,d2c2_fullz_trek1.tif:0611-0893,0.014,150.258,75.201,61,51,309,13.401,9.171,13.402,9.171,0.451,A,TREK,13402.0,9171.0,171.1724276862369,377,252.62026838715852,588,5,3
489,d2c2_fullz_trek1.tif:0180-0500,0.016,151.343,71.723,122,48,306,7.511,2.699,7.508,2.697,0.466,A,TREK,7508.0,2697.0,65.52098900352466,644,254.09643838511394,608,5,4
490,d2c2_fullz_trek1.tif:0251-0382,0.014,152.033,64.178,75,47,282,5.734,3.767,5.733,3.767,0.463,A,TREK,5733.0,3767.0,397.51855302614496,30,389.57540990160044,246,4,2
491,d2c2_fullz_trek1.tif:0394-0576,0.016,152.058,72.521,67,48,308,8.652,5.91,8.65,5.91,0.468,A,TREK,8650.0,5910.0,86.09297300012354,424,299.0953025375023,294,5,6
492,d2c2_fullz_trek1.tif:0237-0869,0.014,152.4,78.902,77,50,338,13.037,3.555,13.04,3.555,0.452,A,TREK,13040.0,3555.0,249.09837414162303,739,319.53090617340916,399,7,8
493,d2c2_fullz_trek1.tif:0032-0517,0.014,152.516,72.685,78,38,318,7.763,0.48,7.765,0.479,0.472,A,TREK,7765.0,479.0,205.65261972559455,430,326.5715848018624,567,2,2
494,d2c2_fullz_trek1.tif:0616-0636,0.015,152.53,80.498,103,36,336,9.551,9.244,9.553,9.247,0.445,A,TREK,9553.0,9247.0,93.40770846134703,325,125.2078272313676,735,11,12
495,d2c2_fullz_trek1.tif:0732-0700,0.016,153.377,81.089,72,53,340,10.5,10.988,10.5,10.986,0.47,A,TREK,10500.0,10986.0,375.0839905941068,722,182.0109886792553,176,6,3
496,d2c2_fullz_trek1.tif:0431-0554,0.016,153.638,76.291,89,45,319,8.317,6.468,8.315,6.469,0.48,A,TREK,8315.0,6469.0,166.643331699772,703,162.8649747490233,339,8,2
497,d2c2_fullz_trek1.tif:0876-0549,0.019,154.036,56.57,79,67,257,8.247,13.142,8.248,13.143,0.515,A,TREK,8248.0,13143.0,391.0038362983156,197,268.86799735186037,75,2,2
