 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,cell,channel,XMnm,YMnm,NND_other,NNI_other,NND_self,NNI_self,ball_counts,ball_selfcounts
226,d2c2_fullz_trek1.tif:0702-0125,0.017,89.16,31.17,57,32,150,1.874,10.53,1.879,10.533,0.497,A,TREK,1879.0,10533.0,67.88225099390856,811,161.07762104029226,190,4,7
227,d2c2_fullz_trek1.tif:0709-0883,0.014,90.098,39.672,43,33,178,13.248,10.643,13.245,10.644,0.442,A,TREK,13245.0,10644.0,315.40608744918035,232,166.57130605239308,698,5,6
228,d2c2_fullz_trek1.tif:0608-0098,0.018,90.667,34.086,82,30,162,1.472,9.133,1.469,9.133,0.512,A,TREK,1469.0,9133.0,46.2709412050371,832,248.21361767638777,30,4,6
229,d2c2_fullz_trek1.tif:0728-0528,0.011,90.812,53.94,25,25,213,7.937,10.926,7.937,10.924,0.398,A,TREK,7937.0,10924.0,292.91978424135164,537,405.62174497923553,734,7,5
230,d2c2_fullz_trek1.tif:0844-0523,0.012,91.077,49.055,45,24,205,7.848,12.673,7.85,12.675,0.422,A,TREK,7850.0,12675.0,477.60339194775406,488,283.5947813342128,421,1,5
231,d2c2_fullz_trek1.tif:0435-0168,0.015,91.368,38.877,89,30,176,2.523,6.527,2.519,6.53,0.486,A,TREK,2519.0,6530.0,142.84257068535277,140,201.64572894063488,311,5,6
232,d2c2_fullz_trek1.tif:0253-0456,0.011,91.431,45.466,48,23,196,6.841,3.801,6.84,3.804,0.408,A,TREK,6840.0,3804.0,259.7883754135277,413,170.0,6,7,7
233,d2c2_fullz_trek1.tif:0374-0906,0.011,91.766,54.158,55,28,216,13.608,5.62,13.609,5.618,0.408,A,TREK,13609.0,5618.0,448.68363018946883,341,363.3290519625426,871,1,3
234,d2c2_fullz_trek1.tif:0733-1074,0.014,91.844,32.805,65,37,153,16.127,11.009,16.129,11.013,0.441,A,TREK,16129.000000000002,11013.0,276.0887538455687,675,129.274900889537,546,1,5
235,d2c2_fullz_trek1.tif:0610-0368,0.012,92.075,46.018,44,31,194,5.53,9.168,5.528,9.169,0.43,A,TREK,5528.0,9169.0,249.57764322951687,573,232.86047324524614,10,5,6
236,d2c2_fullz_trek1.tif:0480-1064,0.013,92.259,42.15,41,41,185,15.977,7.214,15.975,7.213,0.449,A,TREK,15975.0,7213.0,418.5618233905238,716,220.6399782451041,224,3,5
237,d2c2_fullz_trek1.tif:0475-0802,0.013,92.458,38.06,65,34,169,12.04,7.13,12.039,7.131,0.454,A,TREK,12039.0,7131.0,177.451401797788,56,251.75384803414624,452,5,7
238,d2c2_fullz_trek1.tif:0942-0734,0.012,92.593,45.687,49,32,194,11.024,14.15,11.025,14.151,0.433,A,TREK,11025.0,14151.0,36.235341863986875,399,653.670406244615,754,5,1
239,d2c2_fullz_trek1.tif:0753-0414,0.018,92.705,33.034,54,38,168,6.222,11.306,6.222,11.307,0.497,A,TREK,6222.0,11307.0,121.82364302548172,518,197.0101520226813,738,9,10
240,d2c2_fullz_trek1.tif:0719-0944,0.017,92.753,50.212,39,28,232,14.166,10.795,14.163,10.795,0.489,A,TREK,14163.0,10795.0,111.0,728,188.3454273402994,593,5,8
241,d2c2_fullz_trek1.tif:0321-0424,0.013,93.175,44.853,51,32,193,6.369,4.817,6.368,4.819,0.437,A,TREK,6368.0,4819.0,640.1249877953524,829,255.3507391804457,205,0,5
242,d2c2_fullz_trek1.tif:0460-0284,0.02,93.295,37.46,65,41,191,4.273,6.911,4.264,6.907,0.581,A,TREK,4264.0,6907.0,152.16109883935513,68,251.6445906432324,681,5,7
243,d2c2_fullz_trek1.tif:0450-1122,0.013,93.362,39.081,37,32,181,16.837,6.762,16.835,6.765,0.44,A,TREK,16835.0,6765.0,495.4351622563744,370,138.00362314084367,354,1,4
244,d2c2_fullz_trek1.tif:0439-0390,0.014,93.453,38.416,43,42,175,5.853,6.589,5.853,6.59,0.462,A,TREK,5853.0,6590.0,115.95257651298655,567,276.87722911066555,810,10,6
245,d2c2_fullz_trek1.tif:0970-0622,0.018,93.468,32.288,54,43,156,9.34,14.573,9.34,14.574,0.517,A,TREK,9340.0,14574.0,33.61547262794322,619,297.40544715926103,457,4,3
246,d2c2_fullz_trek1.tif:0103-0455,0.014,93.492,45.933,47,30,197,6.827,1.557,6.829,1.558,0.444,A,TREK,6829.0,1558.0,78.39005038906404,428,335.78862398836566,545,5,4
247,d2c2_fullz_trek1.tif:0253-0356,0.012,93.66,50.521,46,33,209,5.346,3.802,5.345,3.802,0.417,A,TREK,5345.0,3802.0,89.00561780022652,629,310.3063002905355,140,5,4
248,d2c2_fullz_trek1.tif:0243-0421,0.013,93.895,43.904,68,38,192,6.321,3.658,6.32,3.656,0.429,A,TREK,6320.0,3656.0,5.385164807134504,584,312.6227758817326,41,8,7
249,d2c2_fullz_trek1.tif:0363-0540,0.011,94.0,48.447,48,28,204,8.102,5.459,8.1,5.459,0.407,A,TREK,8100.0,5459.0,72.78049189171504,557,277.3625785862253,77,5,5
250,d2c2_fullz_trek1.tif:0289-0606,0.016,94.171,44.302,51,32,190,9.095,4.341,9.094,4.34,0.475,A,TREK,9094.0,4340.0,199.32385707686876,529,163.8108665504215,383,7,8
251,d2c2_fullz_trek1.tif:0393-0067,0.015,94.308,31.615,57,42,153,1.005,5.902,1.004,5.903,0.464,A,TREK,1004.0,5903.0,199.13814300630605,346,348.4838590236282,689,6,6
252,d2c2_fullz_trek1.tif:0819-0186,0.013,94.719,50.53,41,30,208,2.795,12.307,2.793,12.306,0.426,A,TREK,2793.0,12306.0,212.90608258102915,825,426.75519914817676,530,4,4
253,d2c2_fullz_trek1.tif:0544-0522,0.014,94.721,43.214,50,35,188,7.832,8.172,7.828,8.174,0.455,A,TREK,7828.0,8173.999999999999,53.31041174104664,602,159.4239630670374,263,5,6
254,d2c2_fullz_trek1.tif:0484-1244,0.015,95.0,39.955,54,43,181,18.678,7.259,18.677,7.257,0.459,A,TREK,18677.0,7257.0,352.60459441136044,153,413.4017416509031,541,1,3
255,d2c2_fullz_trek1.tif:0242-0080,0.014,95.283,41.773,68,40,194,1.204,3.628,1.205,3.628,0.444,A,TREK,1205.0,3628.0,205.7790076757102,452,269.4011878221772,197,1,2
256,d2c2_fullz_trek1.tif:0265-0806,0.012,95.365,55.876,25,25,224,12.103,3.975,12.104,3.978,0.413,A,TREK,12104.0,3978.0,252.79438284898657,732,247.50353532828578,417,4,4
257,d2c2_fullz_trek1.tif:0849-0218,0.015,95.538,31.661,82,35,156,3.266,12.745,3.257,12.746,0.449,A,TREK,3257.0,12746.0,25.238858928247925,333,123.08127396155761,553,6,7
258,d2c2_fullz_trek1.tif:0026-0603,0.012,95.906,56.645,38,27,228,9.048,0.4,9.05,0.4,0.423,A,TREK,9050.0,400.0,500.6046344172215,747,382.89946461179596,82,2,5
259,d2c2_fullz_trek1.tif:0702-0667,0.011,96.0,48.806,87,28,202,10.009,10.539,10.009,10.539,0.42,A,TREK,10009.0,10539.0,282.11522468665174,826,272.31048455760936,830,4,3
260,d2c2_fullz_trek1.tif:0680-0513,0.012,96.0,33.023,71,44,165,7.698,10.207,7.697,10.208,0.428,A,TREK,7697.0,10208.0,115.43396380615195,392,111.83022847155415,432,10,5
261,d2c2_fullz_trek1.tif:0532-0614,0.017,96.117,34.836,129,43,178,9.22,7.993,9.219,7.993,0.496,A,TREK,9219.0,7993.0,280.0321410124202,840,234.5655558687166,668,7,10
262,d2c2_fullz_trek1.tif:0636-0216,0.012,96.127,40.74,37,37,180,3.245,9.546,3.244,9.546,0.431,A,TREK,3244.0,9546.0,96.17692030835673,289,269.1337957224993,677,7,4
263,d2c2_fullz_trek1.tif:0694-0161,0.02,96.505,32.795,71,39,163,2.409,10.42,2.413,10.419,0.53,A,TREK,2413.0,10419.0,112.76967677527502,450,370.69664147386067,340,4,9
264,d2c2_fullz_trek1.tif:0548-0512,0.014,97.0,49.623,89,33,218,7.682,8.23,7.678,8.228,0.456,A,TREK,7678.0,8228.0,126.31706139710502,674,128.15615474880636,104,7,5
265,d2c2_fullz_trek1.tif:0381-0122,0.022,97.083,36.085,67,34,167,1.832,5.73,1.831,5.73,0.549,A,TREK,1831.0,5730.0,68.8839603971781,112,144.25671561490648,26,11,8
266,d2c2_fullz_trek1.tif:0596-1010,0.016,97.083,43.603,64,27,183,15.153,8.949,15.152,8.949,0.484,A,TREK,15152.0,8949.0,31.32091952673165,361,301.16606714568627,11,3,5
267,d2c2_fullz_trek1.tif:0848-0333,0.012,97.148,47.635,47,27,204,4.996,12.729,4.994,12.729,0.435,A,TREK,4994.0,12729.0,84.05950273467003,260,586.427318599671,776,2,1
268,d2c2_fullz_trek1.tif:0380-0162,0.023,97.39,41.906,65,37,218,2.425,5.714,2.421,5.711,0.563,A,TREK,2421.0,5711.0,89.94442728707543,123,227.43130831088317,12,8,8
269,d2c2_fullz_trek1.tif:0662-0160,0.016,97.754,40.407,98,43,190,2.408,9.934,2.405,9.933,0.459,A,TREK,2405.0,9933.0,321.024921150991,476,166.81726529349413,340,4,7
270,d2c2_fullz_trek1.tif:0777-0350,0.018,97.988,36.404,80,41,176,5.258,11.665,5.258,11.664,0.514,A,TREK,5258.0,11664.0,258.5207922005501,236,237.9012400135821,747,9,5
271,d2c2_fullz_trek1.tif:0695-0185,0.016,98.704,49.233,57,29,234,2.786,10.432,2.798,10.433,0.468,A,TREK,2798.0,10433.0,100.9554357129917,215,134.34656675925888,696,6,9
272,d2c2_fullz_trek1.tif:0478-1162,0.014,98.71,38.585,51,36,168,17.438,7.178,17.437,7.177,0.46,A,TREK,17437.0,7177.0,314.23876272668844,91,337.4685170501094,453,5,7
273,d2c2_fullz_trek1.tif:0048-0307,0.012,98.962,38.297,64,43,227,4.62,0.733,4.613,0.738,0.402,A,TREK,4613.0,738.0,145.12063946937388,756,96.42613753542138,576,5,6
274,d2c2_fullz_trek1.tif:0378-0375,0.014,99.475,48.032,68,32,205,5.623,5.671,5.626,5.671,0.439,A,TREK,5626.0,5671.0,88.75246475450696,15,461.64921748011227,67,5,4
275,d2c2_fullz_trek1.tif:0728-0500,0.011,99.583,47.813,58,34,203,7.509,10.933,7.507,10.931,0.415,A,TREK,7507.0,10931.0,120.70211265756701,173,296.0675598575433,734,10,7
276,d2c2_fullz_trek1.tif:0638-0685,0.013,99.596,45.22,57,40,201,10.281,9.577,10.283,9.576,0.439,A,TREK,10283.0,9576.0,66.18912297349165,384,406.00492607848986,879,4,4
277,d2c2_fullz_trek1.tif:0183-0302,0.015,99.866,36.122,64,46,175,4.54,2.752,4.543,2.755,0.461,A,TREK,4543.0,2755.0,396.4454565258631,482,117.06835610018618,367,2,4
278,d2c2_fullz_trek1.tif:0230-0580,0.012,99.906,49.952,43,31,212,8.702,3.457,8.699,3.458,0.422,A,TREK,8699.0,3458.0,203.92400545301183,412,215.61307938063499,881,6,7
279,d2c2_fullz_trek1.tif:0548-0337,0.018,100.346,43.43,94,38,208,5.068,8.234,5.067,8.231,0.489,A,TREK,5067.0,8231.0,71.55417527999327,609,203.2953516438583,478,12,9
280,d2c2_fullz_trek1.tif:0905-0420,0.018,100.362,34.617,69,44,170,6.301,13.584,6.298,13.585,0.518,A,TREK,6298.0,13585.0,180.62391868188442,446,560.0446410778341,18,3,2
281,d2c2_fullz_trek1.tif:0663-0381,0.014,100.383,48.511,72,34,210,5.723,9.952,5.724,9.953,0.445,A,TREK,5724.0,9953.0,68.73136110975832,181,311.746692043396,482,8,11
282,d2c2_fullz_trek1.tif:0287-0837,0.012,100.692,54.114,57,28,217,12.561,4.306,12.564,4.308,0.412,A,TREK,12564.0,4308.0,127.01574705523721,653,331.7303121513016,774,4,5
283,d2c2_fullz_trek1.tif:0678-0439,0.018,101.0,43.733,57,26,211,6.582,10.179,6.589,10.182,0.502,A,TREK,6589.0,10182.0,117.06835610018618,574,156.60459763365824,635,8,10
284,d2c2_fullz_trek1.tif:0592-0726,0.014,101.1,51.293,52,30,215,10.903,8.897,10.903,8.899,0.443,A,TREK,10903.0,8899.0,135.94851966829208,795,268.5386378158644,102,4,5
285,d2c2_fullz_trek1.tif:0272-0314,0.016,101.282,39.163,76,38,185,4.721,4.083,4.722,4.084,0.489,A,TREK,4722.0,4083.9999999999995,376.1236498812595,134,374.8773132639534,789,7,5
286,d2c2_fullz_trek1.tif:0538-0922,0.019,101.47,41.209,47,27,197,13.85,8.079,13.85,8.08,0.51,A,TREK,13850.0,8080.0,208.35546549106888,156,246.10770000144245,52,7,2
287,d2c2_fullz_trek1.tif:0677-0188,0.011,101.617,65.418,31,25,262,2.825,10.168,2.825,10.168,0.399,A,TREK,2825.0,10168.0,199.12307751739877,215,172.6528308484978,303,6,10
288,d2c2_fullz_trek1.tif:0440-0670,0.017,101.909,35.94,91,33,176,10.058,6.617,10.058,6.618,0.497,A,TREK,10058.0,6618.0,266.7601919327545,471,123.01625908797584,355,3,7
289,d2c2_fullz_trek1.tif:0467-0375,0.015,102.0,46.93,43,26,192,5.62,7.015,5.62,7.022,0.463,A,TREK,5620.0,7022.0,161.7188919081503,491,108.18964830333815,603,10,6
290,d2c2_fullz_trek1.tif:0812-0870,0.014,102.3,46.749,58,44,216,13.061,12.198,13.064,12.196,0.454,A,TREK,13064.0,12196.0,286.457675756821,521,359.1127956506145,351,3,2
291,d2c2_fullz_trek1.tif:0251-0285,0.012,102.308,58.244,42,31,239,4.282,3.78,4.283,3.779,0.406,A,TREK,4283.0,3779.0,149.2816130673835,247,232.47580519271247,466,4,5
292,d2c2_fullz_trek1.tif:0429-0255,0.011,102.46,48.572,55,35,207,3.841,6.44,3.84,6.44,0.409,A,TREK,3840.0,6440.0,294.33654207386485,226,227.13872413131145,678,8,5
293,d2c2_fullz_trek1.tif:0798-0505,0.016,102.472,37.165,92,39,190,7.585,11.987,7.59,11.986,0.483,A,TREK,7590.0,11986.0,208.92582415776178,839,226.49061790723252,700,3,4
294,d2c2_fullz_trek1.tif:0440-0494,0.013,102.772,47.442,59,25,199,7.414,6.602,7.413,6.602,0.436,A,TREK,7413.0,6602.0,377.2002120890178,288,274.0656855573131,672,5,7
295,d2c2_fullz_trek1.tif:0376-0586,0.013,102.964,43.031,68,37,198,8.801,5.655,8.803,5.653,0.448,A,TREK,8803.0,5653.0,269.462427807663,424,263.9488586828896,744,7,7
296,d2c2_fullz_trek1.tif:0619-1112,0.012,103.0,46.024,89,44,214,16.691,9.293,16.691,9.292,0.421,A,TREK,16691.0,9292.0,273.73162038756135,836,205.9368835347374,771,6,8
297,d2c2_fullz_trek1.tif:0709-0281,0.015,103.552,44.305,81,37,193,4.216,10.637,4.216,10.637,0.467,A,TREK,4216.0,10637.0,550.8475288135547,844,525.2018659525116,89,1,3
298,d2c2_fullz_trek1.tif:0298-0777,0.014,103.562,40.556,54,49,194,11.661,4.471,11.66,4.472,0.454,A,TREK,11660.0,4472.0,225.07776433935007,198,302.67143902258107,480,6,4
299,d2c2_fullz_trek1.tif:0364-0633,0.014,103.629,57.129,85,27,241,9.504,5.459,9.505,5.457,0.447,A,TREK,9505.0,5457.0,424.6339600173307,589,238.4386713601634,343,4,6
300,d2c2_fullz_trek1.tif:0600-1036,0.014,103.774,48.649,77,41,222,15.553,9.01,15.553,9.011,0.455,A,TREK,15553.0,9011.0,420.267771783657,213,405.7647101461634,265,3,3
301,d2c2_fullz_trek1.tif:0341-0054,0.01,103.848,55.048,36,0,219,0.812,5.123,0.804,5.124,0.405,A,TREK,804.0,5124.0,265.51459470243816,118,430.7110400256766,110,6,4
302,d2c2_fullz_trek1.tif:0451-0782,0.021,103.979,37.039,51,33,177,11.735,6.767,11.735,6.766,0.548,A,TREK,11735.0,6766.0,129.71121771072848,81,317.2459613612126,468,7,7
303,d2c2_fullz_trek1.tif:0612-0842,0.016,104.014,46.326,68,40,217,12.645,9.197,12.644,9.198,0.464,A,TREK,12644.0,9198.0,44.94441010848846,618,217.51781536232843,136,4,9
304,d2c2_fullz_trek1.tif:0666-0189,0.011,104.021,59.399,39,33,238,2.838,9.996,2.84,9.996,0.397,A,TREK,2840.0,9996.0,152.50245899656832,476,172.6528308484978,286,7,9
305,d2c2_fullz_trek1.tif:0315-0139,0.011,104.306,52.279,62,34,220,2.085,4.736,2.085,4.736,0.401,A,TREK,2085.0,4736.0,297.5987231155403,37,620.3265269194926,627,2,1
306,d2c2_fullz_trek1.tif:0381-0656,0.016,104.571,51.306,48,35,226,9.856,5.723,9.857,5.726,0.477,A,TREK,9857.0,5726.0,36.124783736376884,589,168.00297616411441,840,5,4
307,d2c2_fullz_trek1.tif:0638-0452,0.016,104.714,38.765,84,43,194,6.783,9.575,6.784,9.574,0.495,A,TREK,6784.0,9574.0,229.83907413666634,708,243.95286429964293,115,9,8
308,d2c2_fullz_trek1.tif:0299-0076,0.024,104.778,47.53,105,20,209,1.141,4.492,1.134,4.492,0.579,A,TREK,1134.0,4492.0,49.658836071740545,164,159.02201105507376,850,6,7
309,d2c2_fullz_trek1.tif:0478-0902,0.018,104.833,44.992,55,42,201,13.535,7.175,13.535,7.176,0.5,A,TREK,13535.0,7176.0,205.0,454,465.0043010553773,715,3,4
310,d2c2_fullz_trek1.tif:0591-0226,0.013,105.123,50.589,49,33,210,3.393,8.868,3.394,8.867,0.436,A,TREK,3394.0,8867.0,250.54540506662659,163,442.4036618293298,323,8,6
311,d2c2_fullz_trek1.tif:0627-0614,0.016,105.319,51.901,79,34,229,9.227,9.417,9.23,9.414,0.481,A,TREK,9230.0,9414.0,65.52098900352466,507,137.78606605894515,628,12,10
312,d2c2_fullz_trek1.tif:0431-0181,0.013,105.847,49.642,95,43,217,2.714,6.472,2.713,6.475,0.43,A,TREK,2713.0,6475.0,102.41581909060729,140,201.64572894063488,230,4,4
313,d2c2_fullz_trek1.tif:0604-0043,0.018,107.938,36.106,71,48,185,0.648,9.062,0.649,9.063,0.498,A,TREK,649.0,9063.0,38.01315561749642,656,416.70253178976486,652,2,2
314,d2c2_fullz_trek1.tif:0975-0393,0.013,107.982,63.276,43,32,263,5.896,14.637,5.896,14.639,0.422,A,TREK,5896.0,14639.0,290.3962809679215,40,213.71476317746513,622,1,4
315,d2c2_fullz_trek1.tif:0212-0856,0.014,108.031,44.921,65,39,203,12.847,3.186,12.846,3.186,0.461,A,TREK,12846.0,3186.0,380.00131578719567,739,330.6070174693816,119,3,5
316,d2c2_fullz_trek1.tif:0580-0100,0.017,108.487,42.343,45,45,187,1.501,8.711,1.507,8.714,0.493,A,TREK,1507.0,8714.0,65.03076195155643,835,120.60265337047937,514,7,5
317,d2c2_fullz_trek1.tif:0439-0474,0.013,108.719,48.868,77,40,225,7.113,6.604,7.114,6.601,0.432,A,TREK,7114.0,6601.0,171.84004189943624,673,221.56263222845138,479,6,6
318,d2c2_fullz_trek1.tif:0822-0217,0.016,108.729,55.232,54,33,240,3.256,12.332,3.259,12.334,0.469,A,TREK,3259.0,12334.0,153.15351775261317,440,173.5396208362805,530,8,8
319,d2c2_fullz_trek1.tif:0729-1034,0.017,109.23,45.354,134,36,212,15.529,10.942,15.532,10.939,0.485,A,TREK,15532.0,10939.0,387.41192547468125,748,194.65353837010002,875,1,3
320,d2c2_fullz_trek1.tif:0145-0420,0.016,109.254,34.771,67,37,175,6.315,2.189,6.312,2.186,0.476,A,TREK,6312.0,2186.0,169.49926253526885,754,113.1591799192624,320,4,4
321,d2c2_fullz_trek1.tif:0139-0416,0.017,109.263,39.404,55,40,186,6.245,2.085,6.249,2.092,0.49,A,TREK,6249.0,2092.0,90.13878188659973,754,113.1591799192624,319,4,6
322,d2c2_fullz_trek1.tif:0533-1096,0.012,109.345,46.251,44,42,199,16.452,7.996,16.452,7.997,0.435,A,TREK,16452.0,7997.0,78.84795495128607,271,330.9697871407585,583,6,6
323,d2c2_fullz_trek1.tif:0518-0764,0.01,109.413,59.224,40,27,238,11.472,7.777,11.47,7.775,0.403,A,TREK,11470.0,7775.0,190.77997798511248,678,281.46047679914136,797,7,7
324,d2c2_fullz_trek1.tif:0596-0197,0.014,109.444,44.035,66,50,211,2.956,8.943,2.958,8.942,0.465,A,TREK,2958.0,8942.0,178.84350701101786,348,313.1980204279714,736,3,4
325,d2c2_fullz_trek1.tif:0201-0630,0.016,109.667,42.741,46,38,198,9.457,3.021,9.455,3.02,0.462,A,TREK,9455.0,3020.0,494.2630878388553,757,344.33123587615455,537,2,7
326,d2c2_fullz_trek1.tif:0498-0507,0.017,110.054,44.771,54,47,213,7.612,7.475,7.613,7.476,0.493,A,TREK,7613.0,7476.0,262.17932794177347,291,493.44705896377576,731,4,2
327,d2c2_fullz_trek1.tif:0924-0471,0.014,110.238,50.526,49,46,225,7.072,13.869,7.073,13.869,0.465,A,TREK,7073.0,13869.0,491.553659329274,282,356.72117963473937,86,1,2
328,d2c2_fullz_trek1.tif:0482-0774,0.018,110.897,45.412,73,35,228,11.613,7.243,11.61,7.241,0.495,A,TREK,11610.0,7241.0,230.16950275829333,833,174.52220489095365,679,5,8
329,d2c2_fullz_trek1.tif:0654-0418,0.017,110.919,49.186,92,37,231,6.272,9.814,6.272,9.816,0.499,A,TREK,6272.0,9816.0,245.0,431,241.4560001325293,683,9,12
330,d2c2_fullz_trek1.tif:0469-0991,0.016,110.986,47.656,61,36,208,14.872,7.041,14.874,7.042,0.469,A,TREK,14874.0,7042.0,511.40981609664084,814,174.77127910500627,96,1,6
331,d2c2_fullz_trek1.tif:0924-0657,0.012,111.073,58.601,60,34,247,9.862,13.879,9.864,13.878,0.429,A,TREK,9864.0,13878.0,458.5280798380836,485,470.87684164757985,361,2,4
332,d2c2_fullz_trek1.tif:0011-0575,0.013,111.088,59.905,84,38,252,8.623,0.177,8.626,0.177,0.429,A,TREK,8626.0,177.0,187.2431574183687,747,201.8539075668341,185,1,3
333,d2c2_fullz_trek1.tif:0653-0604,0.036,111.459,45.357,110,35,240,9.062,9.799,9.059,9.795,0.694,A,TREK,9059.0,9795.0,260.7393334347543,383,156.46724896923317,834,5,9
334,d2c2_fullz_trek1.tif:0691-0217,0.014,111.492,54.064,84,37,233,3.255,10.367,3.254,10.368,0.46,A,TREK,3254.0,10368.0,182.01373574541017,283,193.1657319505714,370,6,9
335,d2c2_fullz_trek1.tif:0068-0394,0.019,112.19,42.542,80,43,202,5.928,1.028,5.927,1.03,0.534,A,TREK,5927.0,1030.0,192.87560758167425,369,305.5552323230614,38,4,6
336,d2c2_fullz_trek1.tif:0083-0355,0.016,112.384,48.808,116,36,220,5.329,1.248,5.329,1.249,0.48,A,TREK,5329.0,1249.0,227.2003521124032,132,303.00165016052307,42,6,4
337,d2c2_fullz_trek1.tif:0514-1214,0.016,112.478,49.937,73,24,208,18.218,7.726,18.216,7.727,0.479,A,TREK,18216.0,7727.0,202.18061232472317,265,168.57639217873896,410,1,6
338,d2c2_fullz_trek1.tif:0410-0810,0.011,113.1,73.582,44,23,286,12.161,6.165,12.158,6.165,0.408,A,TREK,12158.0,6165.0,388.6296437483893,672,305.6681206799296,123,3,3
339,d2c2_fullz_trek1.tif:0828-0478,0.014,113.468,54.229,71,44,233,7.178,12.424,7.175,12.424,0.449,A,TREK,7175.0,12424.0,438.98974931084666,313,274.2735860413831,360,1,5
340,d2c2_fullz_trek1.tif:0440-0560,0.014,113.967,62.161,42,31,256,8.41,6.604,8.409,6.602,0.445,A,TREK,8409.0,6602.0,318.0251562376788,224,162.8649747490233,495,7,4
341,d2c2_fullz_trek1.tif:0670-0154,0.015,114.194,61.082,57,30,256,2.31,10.062,2.303,10.065,0.459,A,TREK,2303.0,10065.0,434.58716041779235,729,119.01680553602503,623,5,8
342,d2c2_fullz_trek1.tif:0525-0032,0.014,115.156,56.534,50,33,252,0.489,7.884,0.488,7.886,0.452,A,TREK,488.0,7886.0,126.49505919204908,286,246.9817807045694,865,5,5
343,d2c2_fullz_trek1.tif:0770-0404,0.013,115.322,52.484,80,44,238,6.063,11.553,6.063,11.557,0.448,A,TREK,6063.0,11557.0,208.4346420343797,770,273.22152184628504,577,12,6
344,d2c2_fullz_trek1.tif:0369-0618,0.014,115.403,60.044,47,29,254,9.284,5.541,9.283,5.544,0.444,A,TREK,9283.0,5544.0,197.0101520226813,579,209.31316251014889,694,3,6
345,d2c2_fullz_trek1.tif:0412-0767,0.015,115.576,48.253,115,51,217,11.516,6.177,11.515,6.176,0.463,A,TREK,11515.0,6176.0,208.75104790156144,178,283.7833680820636,549,8,6
346,d2c2_fullz_trek1.tif:0592-0467,0.014,115.629,46.824,68,46,218,7.006,8.891,7.007,8.888,0.459,A,TREK,7007.0,8888.0,223.0201784592596,494,169.09760495051373,730,9,7
347,d2c2_fullz_trek1.tif:0143-0300,0.012,115.904,62.928,54,25,262,4.509,2.142,4.509,2.143,0.438,A,TREK,4509.0,2143.0,107.71258050942797,417,437.90524089122295,94,3,5
348,d2c2_fullz_trek1.tif:0371-0081,0.015,116.231,48.752,99,43,212,1.214,5.573,1.206,5.571,0.46,A,TREK,1206.0,5571.0,116.1077086157504,335,106.04244433244644,689,8,7
349,d2c2_fullz_trek1.tif:0637-1090,0.011,116.32,51.698,62,32,226,16.377,9.565,16.376,9.567,0.404,A,TREK,16376.000000000002,9567.0,31.400636936214873,113,219.49259668608235,215,8,8
350,d2c2_fullz_trek1.tif:0382-0549,0.014,116.557,54.327,197,46,235,8.243,5.736,8.243,5.735,0.447,A,TREK,8243.0,5735.0,241.1514047232568,557,310.84562084739105,248,7,6
351,d2c2_fullz_trek1.tif:0188-0584,0.013,116.684,65.543,53,33,282,8.766,2.822,8.767,2.823,0.444,A,TREK,8767.0,2823.0,192.26284092356485,254,224.1182723474371,125,5,6
352,d2c2_fullz_trek1.tif:0813-0894,0.016,116.743,51.732,54,45,222,13.423,12.204,13.423,12.205,0.473,A,TREK,13423.0,12205.0,104.01922899156675,521,359.1127956506145,289,5,2
353,d2c2_fullz_trek1.tif:0583-1180,0.016,116.767,58.168,134,0,264,17.713,8.755,17.716,8.758,0.498,A,TREK,17716.0,8758.0,571.8540023467528,63,404.6652937922895,472,0,3
354,d2c2_fullz_trek1.tif:0995-0493,0.013,116.862,60.589,105,41,263,7.403,14.947,7.404,14.947,0.438,A,TREK,7404.0,14947.0,160.86018774078315,220,424.08607616850617,566,3,2
355,d2c2_fullz_trek1.tif:0458-1116,0.017,116.865,49.914,59,34,220,16.753,6.877,16.753,6.876,0.492,A,TREK,16753.0,6876.0,438.8131720903556,370,138.00362314084367,242,1,4
356,d2c2_fullz_trek1.tif:0433-0673,0.016,117.343,45.53,56,56,224,10.094,6.501,10.096,6.501,0.488,A,TREK,10096.0,6501.0,143.8401890988746,471,123.01625908797584,287,3,6
357,d2c2_fullz_trek1.tif:0216-0594,0.018,117.5,46.792,40,40,205,8.918,3.243,8.92,3.243,0.505,A,TREK,8920.0,3243.0,398.33905156286147,93,197.28405916343064,37,4,7
358,d2c2_fullz_trek1.tif:0192-0277,0.018,117.937,50.541,132,42,232,4.156,2.888,4.16,2.892,0.506,A,TREK,4160.0,2892.0,24.186773244895647,482,157.01273833673497,508,2,7
359,d2c2_fullz_trek1.tif:0423-0131,0.02,118.247,53.911,125,30,225,1.971,6.355,1.98,6.356,0.532,A,TREK,1980.0,6356.0,75.59100475585723,749,168.1903683330291,808,10,9
360,d2c2_fullz_trek1.tif:0489-0617,0.014,118.429,57.346,63,36,260,9.262,7.347,9.261,7.348,0.44,A,TREK,9261.0,7348.0,153.1012736720371,492,199.12307751739877,574,8,9
361,d2c2_fullz_trek1.tif:0820-0494,0.013,118.482,62.735,42,38,262,7.424,12.31,7.424,12.309,0.442,A,TREK,7424.0,12309.0,528.2887468042453,839,274.2735860413831,338,1,6
