Area,Area Mask (pix),Area for Arena,square root Area,square root Area (nm),square root Area (pix), Trek Count,Trek Density,Trek Density (pix),Piezo Count,Piezo Density (um),Piezo Density(pix),T1P1 Mean NND (empirical)(nm),T1P1 Median NND (empirical)(nm),T1P1 Quartile1 NND (empirical),T1P1 Quartile3 NND (empirical)(nm),P1T1 Mean NND (empirical)(nm),P1T1 Median NND (empirical)(nm),P1T1 Quartile1 NND (empirical),P1T1 Quartile3 NND (empirical)(nm),T1T1 Mean NND(nm),T1T1 Median NND(nm),T1T1 Quantile 1 NND(nm),T1T1 Quantile 3 NND (nm),P1P1 Mean NND(nm),P1P1 Median NND(nm),P1P1 Quantile 1 NND(nm),P1P1 Quantile 3 NND (nm),x_pixel_conversion,y_pixel_conversion,sqr_pixel_conversion
178.044,790379.288301726,3161517.153206904,13343.312931952096,889.0327824673992,1778.0655649347984,895.0,5.026847296173979,0.0011323677293253354,845.0,4.746017838287164,0.00106910696232392,197.10647904710322,168.8342382338369,77.6753428413682,267.3101150061728,174.11270486468624,151.99013125857877,73.49829930005184,238.81792227552774,259.5574449906755,238.4386713601634,174.77127910500627,312.66115608907944,256.74875376909114,237.92856070678022,173.04623659588788,314.11622052991845,0.0150088,0.0150088,0.000225264
