 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,x_pixel_conversion,y_pixel_conversion,sqr_pixel_conversion
1,d2c2_oe_Composite.tif:d2c2_roi:1,178.044,54.566,257.883,0,0,7898,8.514,7.806,7.541,7.943,76.179,0.0150088,0.0150088,0.000225264
