 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.
685,d2c2_fullz_trek1.tif:0105-0701,0.016,238.671,139.696,81,57,566,10.522,1.575,10.522,1.574,0.481
686,d2c2_fullz_trek1.tif:0271-0578,0.015,239.061,159.122,84,57,644,8.683,4.067,8.684,4.065,0.468
687,d2c2_fullz_trek1.tif:0382-0500,0.013,239.61,157.413,104,54,607,7.503,5.737,7.503,5.736,0.444
688,d2c2_fullz_trek1.tif:0529-0649,0.018,240.658,125.99,108,52,538,9.743,7.945,9.745,7.946,0.495
689,d2c2_fullz_trek1.tif:0561-0424,0.015,242.031,143.415,97,57,583,6.372,8.42,6.371,8.42,0.466
690,d2c2_fullz_trek1.tif:0370-0073,0.018,242.262,113.374,370,76,512,1.095,5.565,1.1,5.568,0.501
691,d2c2_fullz_trek1.tif:0637-1072,0.018,242.317,103.976,122,67,471,16.099,9.562,16.097,9.564,0.512
692,d2c2_fullz_trek1.tif:0494-0128,0.023,242.47,119.773,359,69,541,1.933,7.423,1.935,7.428,0.569
693,d2c2_fullz_trek1.tif:0403-0708,0.014,242.594,121.329,138,80,517,10.636,6.052,10.634,6.051,0.459
694,d2c2_fullz_trek1.tif:0542-0763,0.024,243.271,116.193,112,86,501,11.449,8.136,11.451,8.138,0.604
695,d2c2_fullz_trek1.tif:0376-0606,0.016,243.875,140.821,68,67,587,9.099,5.642,9.097,5.64,0.479
696,d2c2_fullz_trek1.tif:0385-0421,0.016,244.275,122.018,157,29,501,6.327,5.78,6.335,5.78,0.47
697,d2c2_fullz_trek1.tif:0697-0195,0.017,244.77,98.644,110,75,437,2.934,10.462,2.93,10.458,0.482
698,d2c2_fullz_trek1.tif:0355-0582,0.016,245.437,160.79,100,49,645,8.748,5.332,8.75,5.333,0.465
699,d2c2_fullz_trek1.tif:0713-0872,0.015,246.258,114.161,172,65,510,13.093,10.708,13.09,10.705,0.457
700,d2c2_fullz_trek1.tif:0391-0296,0.016,246.304,138.629,91,60,566,4.443,5.874,4.441,5.873,0.481
701,d2c2_fullz_trek1.tif:0793-0520,0.021,246.33,99.033,176,75,436,7.806,11.905,7.803,11.909,0.531
702,d2c2_fullz_trek1.tif:0509-0156,0.023,246.584,91.883,135,86,453,2.352,7.633,2.351,7.632,0.552
703,d2c2_fullz_trek1.tif:0398-0729,0.018,246.821,89.819,121,89,404,10.938,5.977,10.935,5.973,0.49
704,d2c2_fullz_trek1.tif:0382-0455,0.018,247.103,138.121,110,60,598,6.836,5.739,6.841,5.736,0.493
705,d2c2_fullz_trek1.tif:0470-0129,0.018,247.846,118.373,107,95,513,1.927,7.059,1.929,7.061,0.497
706,d2c2_fullz_trek1.tif:0316-0576,0.019,248.616,114.794,158,81,531,8.654,4.74,8.654,4.741,0.503
707,d2c2_fullz_trek1.tif:0630-0356,0.016,249.356,136.938,117,72,560,5.356,9.458,5.357,9.459,0.486
708,d2c2_fullz_trek1.tif:0505-0146,0.021,249.621,116.977,82,73,508,2.199,7.58,2.204,7.582,0.544
709,d2c2_fullz_trek1.tif:0496-0343,0.016,249.806,104.539,105,79,475,5.142,7.446,5.143,7.453,0.469
710,d2c2_fullz_trek1.tif:0785-0334,0.015,253.015,122.875,116,91,541,5.018,11.786,5.018,11.784,0.479
711,d2c2_fullz_trek1.tif:0347-0226,0.016,253.529,126.477,108,85,549,3.401,5.214,3.404,5.215,0.477
712,d2c2_fullz_trek1.tif:0746-0336,0.017,254.24,135.005,103,79,570,5.049,11.196,5.047,11.195,0.494
713,d2c2_fullz_trek1.tif:0517-0864,0.015,255,161.721,103,61,640,12.97,7.753,12.97,7.753,0.468
714,d2c2_fullz_trek1.tif:0296-0259,0.017,255.6,126.96,208,71,531,3.882,4.437,3.885,4.438,0.485
715,d2c2_fullz_trek1.tif:0341-0204,0.018,256.333,105.87,159,83,484,3.068,5.124,3.067,5.125,0.495
716,d2c2_fullz_trek1.tif:0478-0871,0.016,256.778,147.035,145,60,613,13.07,7.176,13.07,7.178,0.473
717,d2c2_fullz_trek1.tif:0500-0232,0.017,256.947,133.135,121,79,536,3.485,7.501,3.484,7.502,0.488
718,d2c2_fullz_trek1.tif:0567-0586,0.015,259.838,139.346,101,67,559,8.798,8.51,8.796,8.511,0.476
719,d2c2_fullz_trek1.tif:0902-0355,0.018,263.163,128.044,176,86,552,5.337,13.542,5.335,13.544,0.509
720,d2c2_fullz_trek1.tif:0476-0187,0.015,264.059,171.267,152,59,697,2.803,7.141,2.806,7.141,0.449
721,d2c2_fullz_trek1.tif:0423-0073,0.014,264.164,138.686,130,83,587,1.092,6.351,1.09,6.35,0.448
722,d2c2_fullz_trek1.tif:0254-0896,0.016,264.342,154.603,201,58,625,13.459,3.81,13.462,3.811,0.485
723,d2c2_fullz_trek1.tif:0536-0321,0.016,264.739,150.259,569,73,635,4.823,8.052,4.827,8.052,0.471
724,d2c2_fullz_trek1.tif:0429-0368,0.015,266.507,146.578,121,90,611,5.533,6.436,5.533,6.436,0.47
725,d2c2_fullz_trek1.tif:0634-0538,0.016,268.057,135.547,97,90,576,8.085,9.518,8.086,9.518,0.477
726,d2c2_fullz_trek1.tif:0457-0411,0.016,269.153,155.628,97,77,627,6.167,6.863,6.169,6.864,0.479
727,d2c2_fullz_trek1.tif:0352-0788,0.014,269.656,145.651,135,82,601,11.835,5.282,11.835,5.283,0.46
728,d2c2_fullz_trek1.tif:0571-1125,0.017,271.96,139.921,140,73,591,16.894,8.571,16.893,8.572,0.485
729,d2c2_fullz_trek1.tif:0382-0428,0.018,273.288,105.746,151,108,508,6.431,5.738,6.428,5.742,0.495
730,d2c2_fullz_trek1.tif:0495-0204,0.016,273.606,134.022,159,92,572,3.07,7.432,3.067,7.432,0.48
731,d2c2_fullz_trek1.tif:0581-0464,0.017,273.961,127.395,168,84,535,6.966,8.727,6.962,8.725,0.495
732,d2c2_fullz_trek1.tif:0512-0477,0.017,273.973,166.128,98,69,683,7.166,7.686,7.166,7.685,0.481
733,d2c2_fullz_trek1.tif:0160-0191,0.019,274.548,147.208,133,81,641,2.869,2.402,2.871,2.4,0.513
734,d2c2_fullz_trek1.tif:0532-0794,0.016,274.708,150.672,93,83,638,11.928,7.982,11.929,7.982,0.479
735,d2c2_fullz_trek1.tif:0746-0508,0.018,275.45,132.531,208,80,556,7.632,11.197,7.637,11.197,0.501
736,d2c2_fullz_trek1.tif:0623-0641,0.014,275.903,154.85,114,79,633,9.626,9.349,9.627,9.348,0.448
737,d2c2_fullz_trek1.tif:0616-0201,0.017,276.829,152.583,115,90,644,3.019,9.248,3.02,9.249,0.494
738,d2c2_fullz_trek1.tif:0241-0774,0.017,277.365,146.615,428,97,622,11.618,3.626,11.62,3.624,0.49
739,d2c2_fullz_trek1.tif:0757-0427,0.023,277.69,120.642,174,104,580,6.411,11.37,6.409,11.369,0.552
740,d2c2_fullz_trek1.tif:0504-0720,0.015,278.47,164.152,89,77,660,10.808,7.566,10.808,7.565,0.472
741,d2c2_fullz_trek1.tif:0463-0460,0.019,278.718,114.384,181,101,543,6.907,6.946,6.905,6.946,0.53
742,d2c2_fullz_trek1.tif:0559-0520,0.015,278.727,187.857,121,58,744,7.815,8.385,7.814,8.387,0.478
743,d2c2_fullz_trek1.tif:0324-0225,0.015,278.938,149.487,107,97,628,3.382,4.866,3.382,4.866,0.466
744,d2c2_fullz_trek1.tif:0482-0582,0.016,280.145,182.59,195,71,723,8.733,7.239,8.734,7.238,0.478
745,d2c2_fullz_trek1.tif:0367-0601,0.016,280.437,160.591,145,79,660,9.026,5.514,9.028,5.515,0.474
746,d2c2_fullz_trek1.tif:0693-1058,0.018,281.494,148.843,120,83,621,15.89,10.395,15.89,10.395,0.503
747,d2c2_fullz_trek1.tif:0656-0860,0.017,284,140.067,113,108,599,12.909,9.846,12.909,9.845,0.481
748,d2c2_fullz_trek1.tif:0790-0358,0.018,284.203,180.295,275,62,714,5.377,11.87,5.377,11.87,0.499
749,d2c2_fullz_trek1.tif:0653-1050,0.017,284.234,174.515,119,73,697,15.763,9.801,15.762,9.801,0.494
750,d2c2_fullz_trek1.tif:0244-0601,0.016,285.141,172.924,129,85,711,9.019,3.669,9.019,3.669,0.479
751,d2c2_fullz_trek1.tif:0436-0126,0.016,287.338,175.661,92,87,728,1.895,6.537,1.895,6.537,0.478
752,d2c2_fullz_trek1.tif:0341-0570,0.015,287.394,214.242,84,60,861,8.562,5.124,8.561,5.125,0.462
753,d2c2_fullz_trek1.tif:0488-0276,0.016,287.918,130.337,88,67,574,4.149,7.327,4.148,7.333,0.46
754,d2c2_fullz_trek1.tif:0400-1195,0.017,288.714,157.943,243,97,644,17.934,6.016,17.935,6.016,0.493
755,d2c2_fullz_trek1.tif:0938-0691,0.015,289.866,171.939,147,81,702,10.376,14.074,10.376,14.073,0.473
756,d2c2_fullz_trek1.tif:0077-0416,0.019,290.267,159.333,124,68,673,6.243,1.164,6.243,1.166,0.517
757,d2c2_fullz_trek1.tif:0721-0931,0.019,290.628,157.708,98,78,637,13.974,10.823,13.976,10.823,0.522
758,d2c2_fullz_trek1.tif:0826-0818,0.014,291.311,166.253,128,77,667,12.28,12.402,12.28,12.402,0.454
759,d2c2_fullz_trek1.tif:0390-0602,0.018,292.218,178.577,111,75,714,9.04,5.856,9.039,5.858,0.502
760,d2c2_fullz_trek1.tif:0191-0701,0.018,293.098,140.098,128,87,596,10.515,2.865,10.516,2.867,0.514
761,d2c2_fullz_trek1.tif:0493-0270,0.018,293.577,162.604,118,67,681,4.057,7.41,4.061,7.406,0.506
762,d2c2_fullz_trek1.tif:0586-0826,0.016,293.8,181.542,79,66,722,12.404,8.794,12.405,8.797,0.462
763,d2c2_fullz_trek1.tif:0762-0491,0.021,294.903,169.897,96,79,731,7.367,11.453,7.369,11.451,0.546
764,d2c2_fullz_trek1.tif:0279-0898,0.017,295.714,156.007,103,74,639,13.487,4.189,13.488,4.189,0.507
765,d2c2_fullz_trek1.tif:0480-0106,0.015,296.522,173.659,124,81,730,1.598,7.199,1.599,7.2,0.472
766,d2c2_fullz_trek1.tif:0698-0460,0.024,296.81,172.149,132,60,773,6.916,10.474,6.917,10.472,0.589
767,d2c2_fullz_trek1.tif:0963-0668,0.016,297.986,176.319,82,76,716,10.035,14.452,10.034,14.453,0.49
768,d2c2_fullz_trek1.tif:0222-0757,0.019,298.477,156.521,232,83,662,11.375,3.328,11.374,3.329,0.519
769,d2c2_fullz_trek1.tif:0495-1099,0.014,298.651,137.671,460,73,590,16.493,7.424,16.487,7.427,0.444
770,d2c2_fullz_trek1.tif:0236-0752,0.016,300.239,185.414,79,79,754,11.299,3.543,11.301,3.544,0.49
771,d2c2_fullz_trek1.tif:0606-0257,0.014,300.703,200.57,103,62,807,3.861,9.103,3.862,9.103,0.463
772,d2c2_fullz_trek1.tif:0605-1108,0.019,300.88,143.956,169,100,638,16.635,9.095,16.638,9.093,0.494
773,d2c2_fullz_trek1.tif:0408-0365,0.016,302.222,182.628,98,77,739,5.482,6.122,5.48,6.122,0.476
774,d2c2_fullz_trek1.tif:0489-0674,0.015,304.191,161.387,255,80,654,10.119,7.343,10.123,7.346,0.468
775,d2c2_fullz_trek1.tif:0280-0816,0.017,304.342,182.189,94,59,734,12.251,4.202,12.25,4.201,0.491
776,d2c2_fullz_trek1.tif:0426-1192,0.016,305.986,194.803,97,62,774,17.903,6.396,17.903,6.398,0.481
777,d2c2_fullz_trek1.tif:0833-0296,0.017,309.171,170.762,180,91,707,4.449,12.51,4.45,12.51,0.486
778,d2c2_fullz_trek1.tif:0237-0891,0.017,310.355,214.324,254,65,840,13.379,3.57,13.379,3.569,0.489
779,d2c2_fullz_trek1.tif:0747-1099,0.022,311.796,162.638,232,91,687,16.497,11.212,16.497,11.213,0.548
780,d2c2_fullz_trek1.tif:0400-0529,0.019,312.384,131.164,213,108,554,7.939,6.002,7.941,6.003,0.516
781,d2c2_fullz_trek1.tif:0586-0620,0.023,312.402,173.625,153,84,744,9.317,8.789,9.318,8.792,0.548
782,d2c2_fullz_trek1.tif:0448-1230,0.015,313.179,200.97,132,84,828,18.468,6.718,18.467,6.718,0.463
783,d2c2_fullz_trek1.tif:0087-0621,0.016,314.087,199.757,97,76,816,9.318,1.309,9.32,1.311,0.473
784,d2c2_fullz_trek1.tif:0522-0321,0.02,314.352,162.412,122,55,666,4.829,7.838,4.831,7.837,0.524
785,d2c2_fullz_trek1.tif:0492-0656,0.018,315.899,159.824,170,97,659,9.843,7.394,9.842,7.395,0.502
786,d2c2_fullz_trek1.tif:0878-0242,0.018,316.025,196.344,108,85,824,3.641,13.186,3.641,13.186,0.503
787,d2c2_fullz_trek1.tif:0317-0188,0.018,317.395,178.246,119,60,722,2.821,4.77,2.821,4.771,0.503
788,d2c2_fullz_trek1.tif:0529-1172,0.017,317.689,211.592,104,75,863,17.597,7.95,17.6,7.948,0.49
789,d2c2_fullz_trek1.tif:0521-0828,0.018,318.192,192.107,146,86,776,12.428,7.825,12.428,7.825,0.494
790,d2c2_fullz_trek1.tif:0291-0298,0.018,318.333,167.764,155,105,721,4.475,4.364,4.475,4.366,0.504
791,d2c2_fullz_trek1.tif:0506-0858,0.016,319.111,234.971,153,59,944,12.887,7.601,12.886,7.602,0.486
792,d2c2_fullz_trek1.tif:0462-0686,0.02,319.956,174.544,110,87,719,10.307,6.941,10.307,6.94,0.533
793,d2c2_fullz_trek1.tif:0861-0260,0.017,321.829,181.827,138,76,774,3.904,12.917,3.901,12.918,0.489
794,d2c2_fullz_trek1.tif:0623-0589,0.016,322.055,207.3,135,71,828,8.843,9.351,8.842,9.354,0.471
795,d2c2_fullz_trek1.tif:0357-0767,0.015,322.439,183.241,143,89,740,11.521,5.353,11.519,5.356,0.469
796,d2c2_fullz_trek1.tif:0875-0756,0.018,322.772,164.673,115,95,694,11.362,13.139,11.362,13.139,0.498
797,d2c2_fullz_trek1.tif:0440-0616,0.018,322.913,210.129,104,79,867,9.25,6.605,9.252,6.605,0.494
798,d2c2_fullz_trek1.tif:0499-0761,0.017,324.147,205.709,111,76,811,11.424,7.496,11.426,7.497,0.484
799,d2c2_fullz_trek1.tif:0426-0661,0.018,324.987,201.961,89,84,798,9.928,6.401,9.93,6.405,0.504
800,d2c2_fullz_trek1.tif:0233-0686,0.02,325.885,125.728,206,107,578,10.297,3.503,10.299,3.503,0.533
801,d2c2_fullz_trek1.tif:0414-0727,0.02,326.034,182.566,99,82,754,10.913,6.218,10.916,6.218,0.518
802,d2c2_fullz_trek1.tif:0247-0638,0.019,326.193,172.166,143,97,716,9.585,3.702,9.585,3.704,0.508
803,d2c2_fullz_trek1.tif:0400-0862,0.017,326.844,165.595,186,98,688,12.938,6.003,12.937,6.004,0.493
804,d2c2_fullz_trek1.tif:0925-0370,0.016,326.914,204.857,123,70,835,5.55,13.889,5.548,13.889,0.479
805,d2c2_fullz_trek1.tif:0418-0952,0.024,327.594,206.022,160,67,949,14.287,6.271,14.292,6.272,0.595
806,d2c2_fullz_trek1.tif:0814-0228,0.019,331.233,187.443,105,88,778,3.419,12.216,3.42,12.216,0.513
807,d2c2_fullz_trek1.tif:0274-0764,0.018,333.329,168.193,152,87,686,11.471,4.107,11.474,4.113,0.508
808,d2c2_fullz_trek1.tif:0394-1235,0.013,334.464,240.207,0,0,868,18.535,5.916,18.542,5.918,0.439
809,d2c2_fullz_trek1.tif:0428-0142,0.02,334.91,189.069,155,90,799,2.134,6.43,2.132,6.428,0.523
810,d2c2_fullz_trek1.tif:0609-0174,0.016,335.288,224.122,81,81,921,2.62,9.144,2.623,9.145,0.492
811,d2c2_fullz_trek1.tif:0431-0407,0.023,335.301,181.377,209,93,731,6.104,6.469,6.103,6.471,0.557
812,d2c2_fullz_trek1.tif:0173-0655,0.02,335.844,203.922,143,88,866,9.826,2.603,9.828,2.606,0.528
813,d2c2_fullz_trek1.tif:0559-0404,0.016,336.338,200.427,124,83,806,6.071,8.395,6.07,8.393,0.482
814,d2c2_fullz_trek1.tif:0568-0668,0.021,338.882,171.767,381,86,726,10.03,8.528,10.03,8.529,0.541
815,d2c2_fullz_trek1.tif:0211-0397,0.018,339.293,178.543,137,68,759,5.968,3.171,5.968,3.172,0.516
816,d2c2_fullz_trek1.tif:0666-1049,0.021,339.86,207.291,184,81,887,15.755,10.002,15.754,10.004,0.537
817,d2c2_fullz_trek1.tif:0533-0133,0.018,340.451,184.715,112,93,747,1.999,8.003,2,8.003,0.517
818,d2c2_fullz_trek1.tif:0992-0750,0.019,340.88,249.348,107,52,1003,11.263,14.893,11.262,14.894,0.505
819,d2c2_fullz_trek1.tif:0614-1089,0.019,341.8,192.706,129,86,821,16.346,9.215,16.35,9.215,0.508
820,d2c2_fullz_trek1.tif:0637-0895,0.018,343.256,207.024,116,87,826,13.444,9.568,13.443,9.569,0.495
821,d2c2_fullz_trek1.tif:0734-0564,0.018,344.062,221.489,111,61,900,8.466,11.023,8.465,11.024,0.505
822,d2c2_fullz_trek1.tif:0522-0739,0.024,344.85,171.483,144,84,680,11.095,7.847,11.099,7.85,0.583
823,d2c2_fullz_trek1.tif:0317-0257,0.02,346.716,169.603,96,83,661,3.855,4.754,3.861,4.762,0.521
824,d2c2_fullz_trek1.tif:0377-0769,0.018,347.512,234.964,74,63,948,11.545,5.671,11.55,5.668,0.488
825,d2c2_fullz_trek1.tif:0153-0538,0.017,348.143,238.549,99,77,967,8.084,2.298,8.083,2.298,0.501
826,d2c2_fullz_trek1.tif:0389-0721,0.018,349.363,165.399,199,62,679,10.825,5.838,10.833,5.843,0.504
827,d2c2_fullz_trek1.tif:0698-1026,0.021,351.581,193.916,111,99,792,15.397,10.478,15.397,10.48,0.532
828,d2c2_fullz_trek1.tif:0810-0266,0.018,353.152,236.901,95,89,950,3.999,12.158,4,12.159,0.501
829,d2c2_fullz_trek1.tif:0361-0712,0.018,356.387,184.443,184,92,774,10.688,5.421,10.682,5.419,0.492
830,d2c2_fullz_trek1.tif:0143-0597,0.018,357.9,241.496,87,70,953,8.974,2.144,8.968,2.147,0.504
831,d2c2_fullz_trek1.tif:0689-0654,0.022,359.214,211.713,155,89,857,9.813,10.347,9.812,10.351,0.542
832,d2c2_fullz_trek1.tif:0487-0737,0.017,360.197,200.092,181,113,816,11.064,7.307,11.064,7.308,0.496
833,d2c2_fullz_trek1.tif:0684-0983,0.019,362.655,202.532,207,87,832,14.758,10.265,14.762,10.265,0.511
834,d2c2_fullz_trek1.tif:0161-0648,0.024,364.314,197.033,137,95,790,9.732,2.416,9.726,2.419,0.585
835,d2c2_fullz_trek1.tif:0650-0593,0.021,364.848,241.68,104,81,1016,8.902,9.756,8.908,9.754,0.534
836,d2c2_fullz_trek1.tif:0780-0220,0.019,366.795,189.772,132,132,826,3.312,11.712,3.312,11.714,0.517
837,d2c2_fullz_trek1.tif:0440-0220,0.018,367.835,228.21,165,87,941,3.305,6.61,3.306,6.611,0.507
838,d2c2_fullz_trek1.tif:0323-0365,0.019,371.643,210.388,388,92,848,5.479,4.844,5.482,4.846,0.517
839,d2c2_fullz_trek1.tif:0442-0745,0.02,372.7,232.765,172,81,981,11.19,6.641,11.189,6.642,0.528
840,d2c2_fullz_trek1.tif:0636-0499,0.02,376.135,209.799,141,81,860,7.495,9.544,7.493,9.543,0.524
841,d2c2_fullz_trek1.tif:0384-0667,0.018,380.744,226.151,148,92,928,10.023,5.775,10.018,5.774,0.493
842,d2c2_fullz_trek1.tif:0152-0664,0.022,381.875,179.692,335,93,806,9.973,2.282,9.973,2.28,0.55
843,d2c2_fullz_trek1.tif:0331-0789,0.018,381.9,238.428,96,96,966,11.841,4.974,11.843,4.976,0.504
844,d2c2_fullz_trek1.tif:0879-0826,0.017,382.122,253.024,100,75,1006,12.408,13.197,12.408,13.198,0.496
845,d2c2_fullz_trek1.tif:0697-0574,0.018,383.244,178.914,140,116,751,8.613,10.461,8.61,10.456,0.482
846,d2c2_fullz_trek1.tif:0275-0878,0.019,385.843,253.037,125,90,1003,13.176,4.128,13.175,4.13,0.509
847,d2c2_fullz_trek1.tif:0539-0971,0.019,387.602,278.523,116,67,1110,14.58,8.097,14.58,8.096,0.523
848,d2c2_fullz_trek1.tif:0528-0387,0.021,391.874,234.475,239,93,946,5.808,7.923,5.808,7.922,0.537
849,d2c2_fullz_trek1.tif:0699-0498,0.022,392.823,243.546,117,84,945,7.486,10.493,7.486,10.496,0.549
850,d2c2_fullz_trek1.tif:0071-0664,0.023,394.127,156.989,329,151,747,9.966,1.075,9.974,1.069,0.593
851,d2c2_fullz_trek1.tif:0298-0064,0.023,394.544,212.7,257,110,909,0.973,4.473,0.976,4.474,0.556
852,d2c2_fullz_trek1.tif:0529-0820,0.022,397.312,206.8,274,81,896,12.314,7.936,12.308,7.932,0.542
853,d2c2_fullz_trek1.tif:0235-0919,0.02,399.489,254.766,163,106,1065,13.792,3.538,13.793,3.537,0.527
854,d2c2_fullz_trek1.tif:0379-0516,0.018,403.756,269.602,109,86,1023,7.755,5.683,7.757,5.686,0.506
855,d2c2_fullz_trek1.tif:0170-0454,0.025,404.205,149.379,552,106,621,6.818,2.55,6.81,2.553,0.601
856,d2c2_fullz_trek1.tif:0256-0831,0.02,411.287,261.53,98,98,1085,12.469,3.854,12.472,3.853,0.519
857,d2c2_fullz_trek1.tif:0557-0221,0.019,414,290.319,197,102,1153,3.314,8.359,3.315,8.36,0.513
858,d2c2_fullz_trek1.tif:0819-0444,0.021,420.022,255.347,157,107,1023,6.67,12.293,6.669,12.295,0.537
859,d2c2_fullz_trek1.tif:0098-0570,0.022,422.33,245.232,144,105,986,8.568,1.476,8.57,1.476,0.541
860,d2c2_fullz_trek1.tif:0168-0692,0.021,425.968,281.1,150,106,1130,10.396,2.525,10.396,2.524,0.526
861,d2c2_fullz_trek1.tif:0705-0962,0.023,427.36,287.732,325,100,1184,14.433,10.592,14.432,10.594,0.553
862,d2c2_fullz_trek1.tif:0547-0459,0.025,427.882,239.794,162,83,1054,6.896,8.205,6.899,8.207,0.596
863,d2c2_fullz_trek1.tif:0538-0190,0.025,437.431,263.571,132,79,1020,2.858,8.09,2.858,8.092,0.592
864,d2c2_fullz_trek1.tif:0701-0622,0.023,437.74,311.143,200,90,1243,9.348,10.526,9.347,10.527,0.556
865,d2c2_fullz_trek1.tif:0494-0682,0.02,441.522,267.821,105,93,1092,10.238,7.419,10.231,7.416,0.531
866,d2c2_fullz_trek1.tif:0531-0047,0.025,450.784,304.488,333,76,1222,0.72,7.977,0.718,7.976,0.569
867,d2c2_fullz_trek1.tif:0324-0266,0.023,454.202,228.073,253,108,907,3.99,4.862,3.982,4.858,0.573
868,d2c2_fullz_trek1.tif:0439-0851,0.019,454.345,314.186,131,105,1263,12.773,6.595,12.772,6.595,0.512
869,d2c2_fullz_trek1.tif:0303-0715,0.021,455.033,256.459,337,127,1018,10.74,4.548,10.741,4.549,0.534
870,d2c2_fullz_trek1.tif:0797-0154,0.023,455.129,321.941,153,93,1280,2.319,11.961,2.32,11.961,0.556
871,d2c2_fullz_trek1.tif:0378-0272,0.023,458.74,292.443,190,91,1180,4.084,5.675,4.087,5.675,0.55
872,d2c2_fullz_trek1.tif:0398-0902,0.02,459.56,254.833,255,121,1004,13.546,5.977,13.547,5.976,0.532
873,d2c2_fullz_trek1.tif:0607-0161,0.026,460.833,248.262,203,104,1042,2.413,9.12,2.414,9.124,0.592
874,d2c2_fullz_trek1.tif:0627-0748,0.018,464.582,301.329,233,103,1191,11.226,9.419,11.223,9.418,0.512
875,d2c2_fullz_trek1.tif:0324-0635,0.021,466.272,311.948,830,96,1216,9.535,4.86,9.539,4.86,0.528
876,d2c2_fullz_trek1.tif:0722-1046,0.028,466.571,298.432,236,94,1203,15.703,10.845,15.703,10.846,0.601
877,d2c2_fullz_trek1.tif:0850-0808,0.02,466.854,305.572,182,94,1220,12.132,12.764,12.13,12.766,0.527
878,d2c2_fullz_trek1.tif:0414-0353,0.02,468.809,290.975,142,125,1146,5.295,6.215,5.295,6.215,0.528
879,d2c2_fullz_trek1.tif:0487-0320,0.019,471.105,308.896,145,103,1246,4.805,7.308,4.805,7.305,0.509
880,d2c2_fullz_trek1.tif:0611-0685,0.019,472.905,360.423,126,62,1387,10.285,9.168,10.285,9.17,0.519
881,d2c2_fullz_trek1.tif:0714-0485,0.027,476.983,323.529,214,108,1323,7.29,10.726,7.29,10.728,0.6
882,d2c2_fullz_trek1.tif:0224-0566,0.02,478.899,389.398,103,94,1518,8.503,3.368,8.504,3.366,0.524
883,d2c2_fullz_trek1.tif:0843-0583,0.021,505.768,357.213,125,115,1401,8.758,12.645,8.759,12.646,0.539
884,d2c2_fullz_trek1.tif:0725-0388,0.021,509.745,356.61,118,105,1394,5.83,10.886,5.833,10.889,0.54
885,d2c2_fullz_trek1.tif:0567-0013,0.022,518.131,362.814,171,89,1412,0.201,8.518,0.199,8.519,0.551
886,d2c2_fullz_trek1.tif:0721-0898,0.021,523.489,383.935,119,90,1479,13.487,10.83,13.489,10.831,0.543
887,d2c2_fullz_trek1.tif:0618-0398,0.024,532.198,327.548,365,113,1329,5.972,9.271,5.969,9.271,0.569
888,d2c2_fullz_trek1.tif:0117-0648,0.021,537.37,413.561,146,97,1590,9.718,1.758,9.719,1.759,0.532
889,d2c2_fullz_trek1.tif:0467-0475,0.024,557.358,410.447,228,105,1651,7.133,7.018,7.134,7.018,0.57
890,d2c2_fullz_trek1.tif:0425-0286,0.024,570.14,323.63,180,108,1283,4.304,6.378,4.308,6.383,0.576
891,d2c2_fullz_trek1.tif:0585-0685,0.025,610.873,485.121,97,86,1926,10.285,8.781,10.289,8.783,0.571
892,d2c2_fullz_trek1.tif:0734-0370,0.028,614.122,456.378,137,93,1804,5.564,11.016,5.568,11.015,0.604
893,d2c2_fullz_trek1.tif:0626-0575,0.027,690.441,454.309,131,88,1669,8.639,9.399,8.632,9.412,0.594
894,d2c2_fullz_trek1.tif:0253-0117,0.031,765.051,681.626,147,69,2630,1.762,3.803,1.762,3.801,0.628
895,d2c2_fullz_trek1.tif:0555-0389,0.041,811.813,685.219,137,68,2571,5.836,8.339,5.831,8.342,0.744
