 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.
226,d2c2_fullz_trek1.tif:0702-0125,0.017,89.16,31.17,57,32,150,1.874,10.53,1.879,10.533,0.497
227,d2c2_fullz_trek1.tif:0709-0883,0.014,90.098,39.672,43,33,178,13.248,10.643,13.245,10.644,0.442
228,d2c2_fullz_trek1.tif:0608-0098,0.018,90.667,34.086,82,30,162,1.472,9.133,1.469,9.133,0.512
229,d2c2_fullz_trek1.tif:0728-0528,0.011,90.812,53.94,25,25,213,7.937,10.926,7.937,10.924,0.398
230,d2c2_fullz_trek1.tif:0844-0523,0.012,91.077,49.055,45,24,205,7.848,12.673,7.85,12.675,0.422
231,d2c2_fullz_trek1.tif:0435-0168,0.015,91.368,38.877,89,30,176,2.523,6.527,2.519,6.53,0.486
232,d2c2_fullz_trek1.tif:0253-0456,0.011,91.431,45.466,48,23,196,6.841,3.801,6.84,3.804,0.408
233,d2c2_fullz_trek1.tif:0374-0906,0.011,91.766,54.158,55,28,216,13.608,5.62,13.609,5.618,0.408
234,d2c2_fullz_trek1.tif:0733-1074,0.014,91.844,32.805,65,37,153,16.127,11.009,16.129,11.013,0.441
235,d2c2_fullz_trek1.tif:0610-0368,0.012,92.075,46.018,44,31,194,5.53,9.168,5.528,9.169,0.43
236,d2c2_fullz_trek1.tif:0480-1064,0.013,92.259,42.15,41,41,185,15.977,7.214,15.975,7.213,0.449
237,d2c2_fullz_trek1.tif:0475-0802,0.013,92.458,38.06,65,34,169,12.04,7.13,12.039,7.131,0.454
238,d2c2_fullz_trek1.tif:0942-0734,0.012,92.593,45.687,49,32,194,11.024,14.15,11.025,14.151,0.433
239,d2c2_fullz_trek1.tif:0753-0414,0.018,92.705,33.034,54,38,168,6.222,11.306,6.222,11.307,0.497
240,d2c2_fullz_trek1.tif:0719-0944,0.017,92.753,50.212,39,28,232,14.166,10.795,14.163,10.795,0.489
241,d2c2_fullz_trek1.tif:0321-0424,0.013,93.175,44.853,51,32,193,6.369,4.817,6.368,4.819,0.437
242,d2c2_fullz_trek1.tif:0460-0284,0.02,93.295,37.46,65,41,191,4.273,6.911,4.264,6.907,0.581
243,d2c2_fullz_trek1.tif:0450-1122,0.013,93.362,39.081,37,32,181,16.837,6.762,16.835,6.765,0.44
244,d2c2_fullz_trek1.tif:0439-0390,0.014,93.453,38.416,43,42,175,5.853,6.589,5.853,6.59,0.462
245,d2c2_fullz_trek1.tif:0970-0622,0.018,93.468,32.288,54,43,156,9.34,14.573,9.34,14.574,0.517
246,d2c2_fullz_trek1.tif:0103-0455,0.014,93.492,45.933,47,30,197,6.827,1.557,6.829,1.558,0.444
247,d2c2_fullz_trek1.tif:0253-0356,0.012,93.66,50.521,46,33,209,5.346,3.802,5.345,3.802,0.417
248,d2c2_fullz_trek1.tif:0243-0421,0.013,93.895,43.904,68,38,192,6.321,3.658,6.32,3.656,0.429
249,d2c2_fullz_trek1.tif:0363-0540,0.011,94,48.447,48,28,204,8.102,5.459,8.1,5.459,0.407
250,d2c2_fullz_trek1.tif:0289-0606,0.016,94.171,44.302,51,32,190,9.095,4.341,9.094,4.34,0.475
251,d2c2_fullz_trek1.tif:0393-0067,0.015,94.308,31.615,57,42,153,1.005,5.902,1.004,5.903,0.464
252,d2c2_fullz_trek1.tif:0819-0186,0.013,94.719,50.53,41,30,208,2.795,12.307,2.793,12.306,0.426
253,d2c2_fullz_trek1.tif:0544-0522,0.014,94.721,43.214,50,35,188,7.832,8.172,7.828,8.174,0.455
254,d2c2_fullz_trek1.tif:0484-1244,0.015,95,39.955,54,43,181,18.678,7.259,18.677,7.257,0.459
255,d2c2_fullz_trek1.tif:0242-0080,0.014,95.283,41.773,68,40,194,1.204,3.628,1.205,3.628,0.444
256,d2c2_fullz_trek1.tif:0265-0806,0.012,95.365,55.876,25,25,224,12.103,3.975,12.104,3.978,0.413
257,d2c2_fullz_trek1.tif:0849-0218,0.015,95.538,31.661,82,35,156,3.266,12.745,3.257,12.746,0.449
258,d2c2_fullz_trek1.tif:0026-0603,0.012,95.906,56.645,38,27,228,9.048,0.4,9.05,0.4,0.423
259,d2c2_fullz_trek1.tif:0702-0667,0.011,96,48.806,87,28,202,10.009,10.539,10.009,10.539,0.42
260,d2c2_fullz_trek1.tif:0680-0513,0.012,96,33.023,71,44,165,7.698,10.207,7.697,10.208,0.428
261,d2c2_fullz_trek1.tif:0532-0614,0.017,96.117,34.836,129,43,178,9.22,7.993,9.219,7.993,0.496
262,d2c2_fullz_trek1.tif:0636-0216,0.012,96.127,40.74,37,37,180,3.245,9.546,3.244,9.546,0.431
263,d2c2_fullz_trek1.tif:0694-0161,0.02,96.505,32.795,71,39,163,2.409,10.42,2.413,10.419,0.53
264,d2c2_fullz_trek1.tif:0548-0512,0.014,97,49.623,89,33,218,7.682,8.23,7.678,8.228,0.456
265,d2c2_fullz_trek1.tif:0381-0122,0.022,97.083,36.085,67,34,167,1.832,5.73,1.831,5.73,0.549
266,d2c2_fullz_trek1.tif:0596-1010,0.016,97.083,43.603,64,27,183,15.153,8.949,15.152,8.949,0.484
267,d2c2_fullz_trek1.tif:0848-0333,0.012,97.148,47.635,47,27,204,4.996,12.729,4.994,12.729,0.435
268,d2c2_fullz_trek1.tif:0380-0162,0.023,97.39,41.906,65,37,218,2.425,5.714,2.421,5.711,0.563
269,d2c2_fullz_trek1.tif:0662-0160,0.016,97.754,40.407,98,43,190,2.408,9.934,2.405,9.933,0.459
270,d2c2_fullz_trek1.tif:0777-0350,0.018,97.988,36.404,80,41,176,5.258,11.665,5.258,11.664,0.514
271,d2c2_fullz_trek1.tif:0695-0185,0.016,98.704,49.233,57,29,234,2.786,10.432,2.798,10.433,0.468
272,d2c2_fullz_trek1.tif:0478-1162,0.014,98.71,38.585,51,36,168,17.438,7.178,17.437,7.177,0.46
273,d2c2_fullz_trek1.tif:0048-0307,0.012,98.962,38.297,64,43,227,4.62,0.733,4.613,0.738,0.402
274,d2c2_fullz_trek1.tif:0378-0375,0.014,99.475,48.032,68,32,205,5.623,5.671,5.626,5.671,0.439
275,d2c2_fullz_trek1.tif:0728-0500,0.011,99.583,47.813,58,34,203,7.509,10.933,7.507,10.931,0.415
276,d2c2_fullz_trek1.tif:0638-0685,0.013,99.596,45.22,57,40,201,10.281,9.577,10.283,9.576,0.439
277,d2c2_fullz_trek1.tif:0183-0302,0.015,99.866,36.122,64,46,175,4.54,2.752,4.543,2.755,0.461
278,d2c2_fullz_trek1.tif:0230-0580,0.012,99.906,49.952,43,31,212,8.702,3.457,8.699,3.458,0.422
279,d2c2_fullz_trek1.tif:0548-0337,0.018,100.346,43.43,94,38,208,5.068,8.234,5.067,8.231,0.489
280,d2c2_fullz_trek1.tif:0905-0420,0.018,100.362,34.617,69,44,170,6.301,13.584,6.298,13.585,0.518
281,d2c2_fullz_trek1.tif:0663-0381,0.014,100.383,48.511,72,34,210,5.723,9.952,5.724,9.953,0.445
282,d2c2_fullz_trek1.tif:0287-0837,0.012,100.692,54.114,57,28,217,12.561,4.306,12.564,4.308,0.412
283,d2c2_fullz_trek1.tif:0678-0439,0.018,101,43.733,57,26,211,6.582,10.179,6.589,10.182,0.502
284,d2c2_fullz_trek1.tif:0592-0726,0.014,101.1,51.293,52,30,215,10.903,8.897,10.903,8.899,0.443
285,d2c2_fullz_trek1.tif:0272-0314,0.016,101.282,39.163,76,38,185,4.721,4.083,4.722,4.084,0.489
286,d2c2_fullz_trek1.tif:0538-0922,0.019,101.47,41.209,47,27,197,13.85,8.079,13.85,8.08,0.51
287,d2c2_fullz_trek1.tif:0677-0188,0.011,101.617,65.418,31,25,262,2.825,10.168,2.825,10.168,0.399
288,d2c2_fullz_trek1.tif:0440-0670,0.017,101.909,35.94,91,33,176,10.058,6.617,10.058,6.618,0.497
289,d2c2_fullz_trek1.tif:0467-0375,0.015,102,46.93,43,26,192,5.62,7.015,5.62,7.022,0.463
290,d2c2_fullz_trek1.tif:0812-0870,0.014,102.3,46.749,58,44,216,13.061,12.198,13.064,12.196,0.454
291,d2c2_fullz_trek1.tif:0251-0285,0.012,102.308,58.244,42,31,239,4.282,3.78,4.283,3.779,0.406
292,d2c2_fullz_trek1.tif:0429-0255,0.011,102.46,48.572,55,35,207,3.841,6.44,3.84,6.44,0.409
293,d2c2_fullz_trek1.tif:0798-0505,0.016,102.472,37.165,92,39,190,7.585,11.987,7.59,11.986,0.483
294,d2c2_fullz_trek1.tif:0440-0494,0.013,102.772,47.442,59,25,199,7.414,6.602,7.413,6.602,0.436
295,d2c2_fullz_trek1.tif:0376-0586,0.013,102.964,43.031,68,37,198,8.801,5.655,8.803,5.653,0.448
296,d2c2_fullz_trek1.tif:0619-1112,0.012,103,46.024,89,44,214,16.691,9.293,16.691,9.292,0.421
297,d2c2_fullz_trek1.tif:0709-0281,0.015,103.552,44.305,81,37,193,4.216,10.637,4.216,10.637,0.467
298,d2c2_fullz_trek1.tif:0298-0777,0.014,103.562,40.556,54,49,194,11.661,4.471,11.66,4.472,0.454
299,d2c2_fullz_trek1.tif:0364-0633,0.014,103.629,57.129,85,27,241,9.504,5.459,9.505,5.457,0.447
300,d2c2_fullz_trek1.tif:0600-1036,0.014,103.774,48.649,77,41,222,15.553,9.01,15.553,9.011,0.455
301,d2c2_fullz_trek1.tif:0341-0054,0.01,103.848,55.048,36,0,219,0.812,5.123,0.804,5.124,0.405
302,d2c2_fullz_trek1.tif:0451-0782,0.021,103.979,37.039,51,33,177,11.735,6.767,11.735,6.766,0.548
303,d2c2_fullz_trek1.tif:0612-0842,0.016,104.014,46.326,68,40,217,12.645,9.197,12.644,9.198,0.464
304,d2c2_fullz_trek1.tif:0666-0189,0.011,104.021,59.399,39,33,238,2.838,9.996,2.84,9.996,0.397
305,d2c2_fullz_trek1.tif:0315-0139,0.011,104.306,52.279,62,34,220,2.085,4.736,2.085,4.736,0.401
306,d2c2_fullz_trek1.tif:0381-0656,0.016,104.571,51.306,48,35,226,9.856,5.723,9.857,5.726,0.477
307,d2c2_fullz_trek1.tif:0638-0452,0.016,104.714,38.765,84,43,194,6.783,9.575,6.784,9.574,0.495
308,d2c2_fullz_trek1.tif:0299-0076,0.024,104.778,47.53,105,20,209,1.141,4.492,1.134,4.492,0.579
309,d2c2_fullz_trek1.tif:0478-0902,0.018,104.833,44.992,55,42,201,13.535,7.175,13.535,7.176,0.5
310,d2c2_fullz_trek1.tif:0591-0226,0.013,105.123,50.589,49,33,210,3.393,8.868,3.394,8.867,0.436
311,d2c2_fullz_trek1.tif:0627-0614,0.016,105.319,51.901,79,34,229,9.227,9.417,9.23,9.414,0.481
312,d2c2_fullz_trek1.tif:0431-0181,0.013,105.847,49.642,95,43,217,2.714,6.472,2.713,6.475,0.43
313,d2c2_fullz_trek1.tif:0604-0043,0.018,107.938,36.106,71,48,185,0.648,9.062,0.649,9.063,0.498
314,d2c2_fullz_trek1.tif:0975-0393,0.013,107.982,63.276,43,32,263,5.896,14.637,5.896,14.639,0.422
315,d2c2_fullz_trek1.tif:0212-0856,0.014,108.031,44.921,65,39,203,12.847,3.186,12.846,3.186,0.461
316,d2c2_fullz_trek1.tif:0580-0100,0.017,108.487,42.343,45,45,187,1.501,8.711,1.507,8.714,0.493
317,d2c2_fullz_trek1.tif:0439-0474,0.013,108.719,48.868,77,40,225,7.113,6.604,7.114,6.601,0.432
318,d2c2_fullz_trek1.tif:0822-0217,0.016,108.729,55.232,54,33,240,3.256,12.332,3.259,12.334,0.469
319,d2c2_fullz_trek1.tif:0729-1034,0.017,109.23,45.354,134,36,212,15.529,10.942,15.532,10.939,0.485
320,d2c2_fullz_trek1.tif:0145-0420,0.016,109.254,34.771,67,37,175,6.315,2.189,6.312,2.186,0.476
321,d2c2_fullz_trek1.tif:0139-0416,0.017,109.263,39.404,55,40,186,6.245,2.085,6.249,2.092,0.49
322,d2c2_fullz_trek1.tif:0533-1096,0.012,109.345,46.251,44,42,199,16.452,7.996,16.452,7.997,0.435
323,d2c2_fullz_trek1.tif:0518-0764,0.01,109.413,59.224,40,27,238,11.472,7.777,11.47,7.775,0.403
324,d2c2_fullz_trek1.tif:0596-0197,0.014,109.444,44.035,66,50,211,2.956,8.943,2.958,8.942,0.465
325,d2c2_fullz_trek1.tif:0201-0630,0.016,109.667,42.741,46,38,198,9.457,3.021,9.455,3.02,0.462
326,d2c2_fullz_trek1.tif:0498-0507,0.017,110.054,44.771,54,47,213,7.612,7.475,7.613,7.476,0.493
327,d2c2_fullz_trek1.tif:0924-0471,0.014,110.238,50.526,49,46,225,7.072,13.869,7.073,13.869,0.465
328,d2c2_fullz_trek1.tif:0482-0774,0.018,110.897,45.412,73,35,228,11.613,7.243,11.61,7.241,0.495
329,d2c2_fullz_trek1.tif:0654-0418,0.017,110.919,49.186,92,37,231,6.272,9.814,6.272,9.816,0.499
330,d2c2_fullz_trek1.tif:0469-0991,0.016,110.986,47.656,61,36,208,14.872,7.041,14.874,7.042,0.469
331,d2c2_fullz_trek1.tif:0924-0657,0.012,111.073,58.601,60,34,247,9.862,13.879,9.864,13.878,0.429
332,d2c2_fullz_trek1.tif:0011-0575,0.013,111.088,59.905,84,38,252,8.623,0.177,8.626,0.177,0.429
333,d2c2_fullz_trek1.tif:0653-0604,0.036,111.459,45.357,110,35,240,9.062,9.799,9.059,9.795,0.694
334,d2c2_fullz_trek1.tif:0691-0217,0.014,111.492,54.064,84,37,233,3.255,10.367,3.254,10.368,0.46
335,d2c2_fullz_trek1.tif:0068-0394,0.019,112.19,42.542,80,43,202,5.928,1.028,5.927,1.03,0.534
336,d2c2_fullz_trek1.tif:0083-0355,0.016,112.384,48.808,116,36,220,5.329,1.248,5.329,1.249,0.48
337,d2c2_fullz_trek1.tif:0514-1214,0.016,112.478,49.937,73,24,208,18.218,7.726,18.216,7.727,0.479
338,d2c2_fullz_trek1.tif:0410-0810,0.011,113.1,73.582,44,23,286,12.161,6.165,12.158,6.165,0.408
339,d2c2_fullz_trek1.tif:0828-0478,0.014,113.468,54.229,71,44,233,7.178,12.424,7.175,12.424,0.449
340,d2c2_fullz_trek1.tif:0440-0560,0.014,113.967,62.161,42,31,256,8.41,6.604,8.409,6.602,0.445
341,d2c2_fullz_trek1.tif:0670-0154,0.015,114.194,61.082,57,30,256,2.31,10.062,2.303,10.065,0.459
342,d2c2_fullz_trek1.tif:0525-0032,0.014,115.156,56.534,50,33,252,0.489,7.884,0.488,7.886,0.452
343,d2c2_fullz_trek1.tif:0770-0404,0.013,115.322,52.484,80,44,238,6.063,11.553,6.063,11.557,0.448
344,d2c2_fullz_trek1.tif:0369-0618,0.014,115.403,60.044,47,29,254,9.284,5.541,9.283,5.544,0.444
345,d2c2_fullz_trek1.tif:0412-0767,0.015,115.576,48.253,115,51,217,11.516,6.177,11.515,6.176,0.463
346,d2c2_fullz_trek1.tif:0592-0467,0.014,115.629,46.824,68,46,218,7.006,8.891,7.007,8.888,0.459
347,d2c2_fullz_trek1.tif:0143-0300,0.012,115.904,62.928,54,25,262,4.509,2.142,4.509,2.143,0.438
348,d2c2_fullz_trek1.tif:0371-0081,0.015,116.231,48.752,99,43,212,1.214,5.573,1.206,5.571,0.46
349,d2c2_fullz_trek1.tif:0637-1090,0.011,116.32,51.698,62,32,226,16.377,9.565,16.376,9.567,0.404
350,d2c2_fullz_trek1.tif:0382-0549,0.014,116.557,54.327,197,46,235,8.243,5.736,8.243,5.735,0.447
351,d2c2_fullz_trek1.tif:0188-0584,0.013,116.684,65.543,53,33,282,8.766,2.822,8.767,2.823,0.444
352,d2c2_fullz_trek1.tif:0813-0894,0.016,116.743,51.732,54,45,222,13.423,12.204,13.423,12.205,0.473
353,d2c2_fullz_trek1.tif:0583-1180,0.016,116.767,58.168,134,0,264,17.713,8.755,17.716,8.758,0.498
354,d2c2_fullz_trek1.tif:0995-0493,0.013,116.862,60.589,105,41,263,7.403,14.947,7.404,14.947,0.438
355,d2c2_fullz_trek1.tif:0458-1116,0.017,116.865,49.914,59,34,220,16.753,6.877,16.753,6.876,0.492
356,d2c2_fullz_trek1.tif:0433-0673,0.016,117.343,45.53,56,56,224,10.094,6.501,10.096,6.501,0.488
357,d2c2_fullz_trek1.tif:0216-0594,0.018,117.5,46.792,40,40,205,8.918,3.243,8.92,3.243,0.505
358,d2c2_fullz_trek1.tif:0192-0277,0.018,117.937,50.541,132,42,232,4.156,2.888,4.16,2.892,0.506
359,d2c2_fullz_trek1.tif:0423-0131,0.02,118.247,53.911,125,30,225,1.971,6.355,1.98,6.356,0.532
360,d2c2_fullz_trek1.tif:0489-0617,0.014,118.429,57.346,63,36,260,9.262,7.347,9.261,7.348,0.44
361,d2c2_fullz_trek1.tif:0820-0494,0.013,118.482,62.735,42,38,262,7.424,12.31,7.424,12.309,0.442
362,d2c2_fullz_trek1.tif:0901-0678,0.014,118.484,56.402,52,34,245,10.18,13.528,10.179,13.528,0.445
363,d2c2_fullz_trek1.tif:0685-0994,0.017,118.571,55.278,57,48,245,14.929,10.29,14.929,10.287,0.495
364,d2c2_fullz_trek1.tif:0272-0710,0.012,118.636,54.902,124,38,243,10.659,4.089,10.657,4.089,0.433
365,d2c2_fullz_trek1.tif:0523-0348,0.014,118.766,61.213,54,39,258,5.231,7.854,5.233,7.855,0.452
366,d2c2_fullz_trek1.tif:0672-0418,0.019,118.953,55.29,122,27,231,6.276,10.087,6.268,10.097,0.521
367,d2c2_fullz_trek1.tif:0752-0457,0.014,119.016,50.584,67,44,222,6.858,11.296,6.858,11.295,0.462
368,d2c2_fullz_trek1.tif:0190-0307,0.017,119.149,44.577,86,46,209,4.611,2.852,4.61,2.851,0.48
369,d2c2_fullz_trek1.tif:0580-0807,0.014,119.548,53.89,52,46,241,12.113,8.701,12.115,8.7,0.442
370,d2c2_fullz_trek1.tif:0370-0278,0.015,119.848,54.203,97,43,214,4.187,5.56,4.184,5.566,0.462
371,d2c2_fullz_trek1.tif:0678-0216,0.016,119.903,55.909,112,36,248,3.246,10.178,3.246,10.175,0.482
372,d2c2_fullz_trek1.tif:0978-0601,0.016,120.261,53.028,88,48,246,9.016,14.681,9.014,14.68,0.476
373,d2c2_fullz_trek1.tif:0934-0392,0.012,120.423,66.974,45,33,284,5.887,14.028,5.883,14.027,0.427
374,d2c2_fullz_trek1.tif:0472-0938,0.012,120.538,52.863,61,48,235,14.082,7.093,14.084,7.092,0.432
375,d2c2_fullz_trek1.tif:0356-0472,0.015,120.597,43.029,57,45,203,7.082,5.356,7.082,5.362,0.451
376,d2c2_fullz_trek1.tif:0556-0742,0.011,121.122,62.213,57,46,266,11.145,8.354,11.146,8.353,0.422
377,d2c2_fullz_trek1.tif:0357-0124,0.017,121.227,45.005,108,56,216,1.863,5.366,1.862,5.366,0.485
378,d2c2_fullz_trek1.tif:0652-1023,0.016,121.314,42.197,71,48,204,15.355,9.795,15.349,9.792,0.462
379,d2c2_fullz_trek1.tif:0541-0593,0.014,121.377,65.378,116,34,271,8.905,8.123,8.907,8.122,0.445
380,d2c2_fullz_trek1.tif:0538-0683,0.012,121.981,67.021,43,36,276,10.249,8.076,10.248,8.074,0.428
381,d2c2_fullz_trek1.tif:0415-0990,0.016,122.319,48.308,76,53,229,14.86,6.229,14.86,6.229,0.481
382,d2c2_fullz_trek1.tif:0433-0605,0.012,122.389,75.814,33,33,310,9.082,6.511,9.081,6.51,0.422
383,d2c2_fullz_trek1.tif:0687-0477,0.013,122.424,53.804,63,44,240,7.153,10.314,7.155,10.315,0.432
384,d2c2_fullz_trek1.tif:0278-0603,0.018,122.443,59.323,51,37,255,9.045,4.183,9.041,4.185,0.498
385,d2c2_fullz_trek1.tif:0461-0711,0.013,122.458,52.709,55,55,239,10.674,6.92,10.672,6.92,0.425
386,d2c2_fullz_trek1.tif:0150-0681,0.014,122.5,47.866,92,44,222,10.224,2.249,10.225,2.248,0.454
387,d2c2_fullz_trek1.tif:0705-0416,0.016,122.729,40.787,131,51,197,6.239,10.578,6.233,10.58,0.485
388,d2c2_fullz_trek1.tif:0357-0746,0.012,122.764,60.211,78,49,263,11.198,5.357,11.2,5.357,0.429
389,d2c2_fullz_trek1.tif:0661-0592,0.016,123.029,70.942,56,38,301,8.891,9.925,8.89,9.923,0.466
390,d2c2_fullz_trek1.tif:0283-0287,0.014,123.403,65.076,61,35,275,4.306,4.249,4.307,4.25,0.448
391,d2c2_fullz_trek1.tif:0510-0255,0.016,123.614,55.571,74,36,261,3.835,7.665,3.836,7.663,0.465
392,d2c2_fullz_trek1.tif:0698-0371,0.014,123.852,59.731,65,37,260,5.57,10.477,5.569,10.478,0.464
393,d2c2_fullz_trek1.tif:0735-0411,0.017,123.934,50.396,84,53,253,6.167,11.032,6.17,11.028,0.505
394,d2c2_fullz_trek1.tif:0266-0441,0.018,124.237,52.965,92,48,249,6.616,3.997,6.617,3.994,0.492
395,d2c2_fullz_trek1.tif:0564-0813,0.013,124.322,61.157,54,43,267,12.206,8.473,12.207,8.473,0.449
396,d2c2_fullz_trek1.tif:0499-1092,0.03,124.437,52.657,137,32,261,16.384,7.508,16.388,7.494,0.653
397,d2c2_fullz_trek1.tif:0426-0748,0.011,124.451,61.62,63,41,254,11.229,6.4,11.228,6.401,0.423
398,d2c2_fullz_trek1.tif:0729-0426,0.016,124.6,50.215,46,38,215,6.404,10.948,6.405,10.951,0.471
399,d2c2_fullz_trek1.tif:0060-0618,0.012,124.655,66.229,76,35,274,9.271,0.896,9.269,0.897,0.434
400,d2c2_fullz_trek1.tif:0248-0851,0.013,125.052,59.782,57,49,260,12.772,3.73,12.772,3.729,0.448
401,d2c2_fullz_trek1.tif:0338-0649,0.015,125.077,56.157,96,45,246,9.75,5.085,9.75,5.085,0.466
402,d2c2_fullz_trek1.tif:0482-0690,0.012,125.396,64.152,49,39,265,10.364,7.238,10.363,7.237,0.427
403,d2c2_fullz_trek1.tif:0584-0938,0.016,125.639,50.817,72,54,233,14.077,8.772,14.078,8.773,0.483
404,d2c2_fullz_trek1.tif:0517-0268,0.015,125.708,58.375,60,50,259,4.025,7.761,4.025,7.76,0.472
405,d2c2_fullz_trek1.tif:0800-0290,0.015,126.364,50.919,80,47,234,4.364,12.01,4.364,12.01,0.475
406,d2c2_fullz_trek1.tif:0449-0518,0.019,126.929,52.385,106,41,230,7.77,6.738,7.768,6.737,0.508
407,d2c2_fullz_trek1.tif:0459-1012,0.014,127.082,67.503,94,30,270,15.193,6.893,15.192,6.896,0.441
408,d2c2_fullz_trek1.tif:0785-1007,0.012,127.192,77.045,83,38,316,15.117,11.785,15.119,11.786,0.408
409,d2c2_fullz_trek1.tif:0622-0107,0.017,127.276,53.324,83,45,243,1.607,9.343,1.61,9.344,0.494
410,d2c2_fullz_trek1.tif:0611-0705,0.014,127.444,57.448,155,45,256,10.579,9.173,10.576,9.173,0.459
411,d2c2_fullz_trek1.tif:0516-1202,0.017,127.532,55.447,63,45,255,18.049,7.749,18.049,7.75,0.502
412,d2c2_fullz_trek1.tif:0732-0230,0.014,127.889,73.117,44,44,308,3.448,10.991,3.447,10.993,0.456
413,d2c2_fullz_trek1.tif:0113-0380,0.018,127.936,56.187,79,33,247,5.707,1.692,5.706,1.694,0.5
414,d2c2_fullz_trek1.tif:0275-0429,0.019,128.674,61.614,131,37,276,6.444,4.127,6.443,4.129,0.516
415,d2c2_fullz_trek1.tif:0050-0363,0.021,129.194,46.886,95,47,226,5.45,0.755,5.452,0.757,0.54
416,d2c2_fullz_trek1.tif:0466-0147,0.012,129.423,79.53,51,41,317,2.205,7.005,2.206,7.006,0.418
417,d2c2_fullz_trek1.tif:0228-0134,0.013,129.789,76.379,31,31,306,2.012,3.422,2.01,3.423,0.439
418,d2c2_fullz_trek1.tif:0253-0818,0.016,129.887,62.245,59,43,261,12.283,3.806,12.281,3.805,0.483
419,d2c2_fullz_trek1.tif:0990-0565,0.016,130.648,59.156,52,41,266,8.482,14.867,8.483,14.869,0.487
420,d2c2_fullz_trek1.tif:0288-0386,0.016,130.714,56.831,58,51,255,5.804,4.332,5.803,4.334,0.482
421,d2c2_fullz_trek1.tif:0215-0909,0.011,131.213,77.847,42,30,321,13.646,3.231,13.649,3.233,0.39
422,d2c2_fullz_trek1.tif:0838-0540,0.019,131.277,56.925,59,48,257,8.114,12.573,8.115,12.574,0.51
423,d2c2_fullz_trek1.tif:0597-0630,0.016,131.423,62.313,99,42,300,9.459,8.961,9.461,8.956,0.5
424,d2c2_fullz_trek1.tif:0749-0716,0.014,131.667,67.933,52,46,293,10.751,11.236,10.75,11.236,0.46
425,d2c2_fullz_trek1.tif:0267-0523,0.016,131.729,59.697,65,48,271,7.857,4.009,7.857,4.008,0.478
426,d2c2_fullz_trek1.tif:0181-0560,0.014,132.079,55.847,57,44,246,8.4,2.713,8.396,2.718,0.459
427,d2c2_fullz_trek1.tif:0613-0429,0.016,132.143,64.007,54,50,278,6.441,9.192,6.44,9.195,0.48
428,d2c2_fullz_trek1.tif:0676-0715,0.014,132.4,66.136,66,47,278,10.731,10.146,10.73,10.146,0.45
429,d2c2_fullz_trek1.tif:0441-0103,0.017,133.014,67.698,83,43,310,1.544,6.633,1.545,6.632,0.474
430,d2c2_fullz_trek1.tif:0499-0599,0.016,133.347,42.744,162,49,234,8.989,7.493,8.995,7.491,0.473
431,d2c2_fullz_trek1.tif:0986-0415,0.019,133.964,58.297,80,54,265,6.24,14.798,6.241,14.798,0.516
432,d2c2_fullz_trek1.tif:0658-0357,0.014,134.111,74.234,76,41,317,5.36,9.872,5.363,9.87,0.443
433,d2c2_fullz_trek1.tif:0686-0508,0.017,134.519,58.591,94,52,277,7.637,10.303,7.638,10.303,0.497
434,d2c2_fullz_trek1.tif:0362-0197,0.012,134.889,77.541,119,35,318,2.953,5.437,2.954,5.435,0.435
435,d2c2_fullz_trek1.tif:0838-0234,0.015,134.985,68.807,61,51,298,3.518,12.575,3.519,12.575,0.456
436,d2c2_fullz_trek1.tif:0473-0652,0.012,135.057,64.045,81,41,272,9.785,7.102,9.785,7.104,0.424
437,d2c2_fullz_trek1.tif:0406-1209,0.013,135.14,65.157,77,39,274,18.144,6.094,18.144,6.093,0.439
438,d2c2_fullz_trek1.tif:0423-0481,0.014,135.533,71.075,61,41,295,7.215,6.35,7.216,6.35,0.451
439,d2c2_fullz_trek1.tif:0647-1071,0.013,135.81,61.922,59,47,266,16.074,9.702,16.077,9.691,0.42
440,d2c2_fullz_trek1.tif:0599-0536,0.014,135.984,66.29,74,40,298,8.046,8.992,8.046,8.989,0.456
441,d2c2_fullz_trek1.tif:0674-0594,0.022,136.115,59.776,89,40,260,8.918,10.124,8.921,10.124,0.565
442,d2c2_fullz_trek1.tif:0262-0606,0.017,136.311,57.214,80,61,265,9.097,3.94,9.096,3.938,0.476
443,d2c2_fullz_trek1.tif:0270-0658,0.012,136.538,78.134,66,46,320,9.878,4.065,9.875,4.067,0.416
444,d2c2_fullz_trek1.tif:0794-0583,0.014,136.688,58.571,54,53,252,8.742,11.912,8.744,11.911,0.45
445,d2c2_fullz_trek1.tif:0508-0601,0.015,136.833,91.258,43,26,392,9.023,7.632,9.023,7.632,0.458
446,d2c2_fullz_trek1.tif:0703-0901,0.01,137.022,119.067,29,16,448,13.525,10.554,13.525,10.554,0.386
447,d2c2_fullz_trek1.tif:0572-0659,0.013,137.143,45.14,63,62,217,9.894,8.584,9.899,8.581,0.417
448,d2c2_fullz_trek1.tif:0088-0257,0.013,137.368,65.983,146,44,288,3.864,1.32,3.866,1.321,0.433
449,d2c2_fullz_trek1.tif:0332-0662,0.017,138.203,66.11,72,48,283,9.946,4.977,9.948,4.976,0.479
450,d2c2_fullz_trek1.tif:0150-0430,0.014,138.297,65.91,57,52,300,6.461,2.258,6.457,2.258,0.463
